"","x"
"315","The Police Act must be updated and streamlined."
"316","Second, support for the fight against inflation, including incentives for domestic rice production."
"317","Third, a development fund which shall be a special account in the general fund to be used exclusively for special development projects."
"318","Fourth, the reorganization bill which will streamline our government at national, regional, and provincial levels to cope with the rising demands of our people."
"319","Fifth, reforms in education to make our school system more responsive to the requirements of national development."
"320","Sixth, rural employment promotion, including manpower training and development, the stimulation of cottage industries, and short-term agricultural activities."
"321","Seventh, rural electrification."
"322","Eighth, agrarian reform."
"323","Ninth, housing for the workers and their families."
"324","Tenth, cooperatives in the rural areas."
"325","Eleventh, postal reforms to modernize and reorganize the postal system of the country. Up to now no funds have been set aside to liquidate the debts of the Post Office amounting to about P24 million."
"326","And twelfth, a systematic retirement law for members of the Armed Forces of the Philippines."
"327","In addition to these projects which require funding, I should like to impress on Congress the importance of a number of bills."
"328","I am reiterating the passage of a law creating a small-enterprise board to encourage the healthy growth of medium- and small-scale industries."
"329","I am recommending the passage of legislation to enlarge the capitalization and strengthen the charier of the Philippine National Bank."
"330","I am asking for the passage of the new Oil Exploration Bill to encourage the entry of high-risk foreign capital and to accelerate the discovery of mineral fuels in our country."
"331","We must study an amendment to the mining laws which will prevent over­lapping claims and which shall end all conflicts which have hindered the development of rich mining claims by authorizing the prior locator to administer and operate the mining claim, subject to the filing of a bond or the deposit of certain portions of the income with the Bureau of Mines or the Department of Agriculture and Natural Resources."
"332","I reiterate the proposal to increase the tax on idle lands, and to confiscate or cancel titles to former public lands acquired by private individuals but which have not been cultivated productively for a long time."
"333","We must now set aside large zones of forest lands which cannot be entered by farmers, settlers, loggers, cattlemen, and industrialists. At the same time, we must determine which parts of our country shall now be opened to agricultural activity; otherwise all forests will continue to be despoiled."
"334","We must now provide all the means for the establishment of at least one copper smelter inasmuch as the additional production of our copper mines have been refused by our traditional smelters or are being penalized with various changes, thus raising the cost of Philippine copper."
"335","We must now provide incentives for the moribund abaca industry and develop the pulp industry derived from abaca fiber."
"336","Congress must now study the strengthening of the Mindanao Development Authority. I urge Congress to provide sources of funds for this purpose specifically and for the development of the Mindanao, Sulu, Palawan area which is below the typhoon belt and therefore less prone to weather calamities."
"337","I ask Congress to provide legislation which will prevent the further migra­tion of Christian settlers in certain areas of Mindanao which shall be set aside for Muslims and other cultural minorities."
"338","To minimize the destructive effects of recurrent floods, a long-range in­tegrated and national flood control program has been prepared and submitted to Congress."
"339","I reiterate the need for the immediate passage of the bills on flood control now pending in Congress."
"340","I also ask Congress to enact the port works bill to improve and develop our major ports."
"341","I propose the establishment of a special irrigation fund for the construction operation and maintenance of irrigation systems to tap our land resources for increased productivity. I also propose an increase in the capitalization of the National Irrigation Administration."
"342","I urge Congress to consider a proposal to create a National Telecommuni­cations Commission to formulate and administer the administration’s policies on telecommunication services."
"343","It is time that the Highway Special Act of 1953 was amended to suit present needs and to provide a rational allocation and sharing of the highway special fund based on technical requirements."
"344","In our drive against criminality, we will need penal laws, both substantive and remedial, which are attuned to the spirit of the time."
"345","I urge Congress to approve the proposed Code of Crimes, now pending before this august body. It radically changes the concept of crime and punishment or penology."
"346","I propose that Congress create in the Department of Justice or Labor an institution that will give free legal aid to indigents."
"347","I ask that Congress and the Executive work out amendments to the Civil Service Law that will remove the impediments to the prosecution and dismissal of grafters and incompetents in the government service, many of whom find a ready refuge in the present Civil Service."
"348","Our policy is to respond promptly and vigorously whenever a charge of graft and corruption is brought against any official or employee of the government. The record has been itemized and often reiterated. More cases of graft have been filed during the past six years against erring officials and employees than during previous administrations."
"349","There are, however, structural defects in the disciplinary machinery of the government which will require a serious review of the Civil Service Law, originally meant to defend merit, but which serves just as well as a refuge of grafters in the government. Recently, five employees in the Bureau of Treasury were found guilty of embezzlement. They were dismissed. But they have been reinstated because of the laxity of the Civil Service. I propose that we work out reforms that would restore to the administrators of government the authority to decide administrative cases, compatible with the responsibility that they are called upon to exercise."
"350","We must correct the laws that shield the crooks and the grafters. Incident­ally, the Office of the President has no direct control over the Civil Service Commission. Perhaps the Constitutional Convention may take cognizance of this problem in their work, but it is our immediate task to change those procedures and practices that make a mockery of public office by giving crooks and incompetents in government an official refuge."
"351","I propose that a period of amnesty for illegal holders of firearms be estab­lished during which they may report and register their firearms, and that after the expiration of the period of amnesty there shall commence a compulsory process to compel seizure, taking into account civil rights."
"352","Congress should also update the law on drug addiction. Both the Depart­ment of Justice and the Department of Health should be given funds and powers for this special crusade."
"353","I should like to make a special plea for the reorganization plan. Under Republic Act No. 6175, the period for the submission by the President of an integrated plan to reorganize the executive branch was extended to not later than 40 calendar days after the opening of the third regular session. This was intended to give time for members of Congress to react to the plan which, under the law, they must either accept or reject in toto. The Reorganization Commis­sion has made revisions and refinements in the plan after taking into account reactions received from members of both Houses of Congress and from heads of the various executive departments."
"354","In the past year the technical staff of the Reorganization Commission also participated in the performance audit of 11 executive departments and nine other major agencies of the government. In the improvement of the plan, due account was taken of the findings and recommendations embodied in the per­formance audit reports, as well as relevant provisions of the recent acts of Congress. Moreover, the technical staff made further in-depth studies to identify and rectify possible deficiencies in the initial draft of the plan. The pattern of administrative regionalization throughout the country was reexamined and refined."
"355","I am certain that the reorganization plan will provide the government with a more rational, economical, and effective machinery for public administration, and thus enable us to plan and implement more effectively our programs of socioeconomic development, security and welfare, to say nothing of the requirements of general government."
"356","The implementation of the reorganization plan, if approved, will lead to immediate improvements in administrative structure and operations which need not await the new Constitution. For the administrative and organizational improvements proposed in the plan will remain relevant and applicable, whatever system of government or other fundamental changes the Constitu­tional Convention may eventually adopt."
"357","And finally, I ask for the cooperation of Congress in enacting the laws that will make these programs come alive. You and I have been partners for six years in the exciting but turbulent work of nation-building. We have, you and I, charted a sure and steady course towards a fuller life for our people. Let us keep that course, that direction, and when finally the din of partnership has died down and the silence of history has enveloped our deeds, we hope to have the satisfaction of looking back on this period and whispering to ourselves that with courage and resolution we did not fail our country."
"358","The Convention will determine not only the form of government but also the nature of the society that will emerge in the country. The great social questions—the institution of property, the social and economic relationships based on land, the structure of ownership and control of private and public resources: These are the profound questions that fall to no legislature in ordinary course to decide, but only to a constituent assembly with a mandate to help shape a country’s every foundations."
"359","No Filipino anxious for the welfare of his country, therefore, will begrudge the Constitutional Convention the full measure of best wishes in its historic task."
"360","For instance, for infrastructure alone in the Four-Year Development Plan, we will spend about P8 billion in four years out of the total of P34 billion required by the plan. We intend to encourage the banks to improve their facilities to finance the requirements of industry by noninflationary means. At the same time, the source of funding will not appreciably increase the money supply and thus further increase in the pressures of inflation on the economy. Thus, while for the coming year we intend to spend P1.4 billion for infrastructure, most of the expenditures will come from tax collections, savings, and loans."
"361","With the expected amendment of the charter of the Philippine National Bank, as agreed upon with the leaders of Congress, the PNB will be in a better position to finance economic activities. The DBP by the beginning of the fiscal year will be in a position to lend out fresh capital in larger amounts for large- and medium-scale ventures. The Government Service Insurance System and the Social Security System are engaged in financing various enterprises, most important of which is housing, for which P400 million will be spent. We have also allocated P600 million out of available funds for the National Electrifica­tion Administration."
"362","These are some of the hopeful trends that reinforce the prospects for a brighter economic year ahead of us in 1972."
"363","Faced with awesome demands upon our nation’s vigor and endurance in the past two years, a lesser people might have faltered or even gone under. We did not flinch, we confronted these events. This bold confrontation and mastery of crisis has bred great strength in the Filipino people. I believe that we have emerged from the turmoil and the tensions of our society stronger in conviction and faith in the necessity of human liberty."
"364","Thus, we see initial uncertainty and difference giving way to a strong and solid confidence in the ability of freedom to contend and prevail in any arena. Democracy is not a synonym for political naiveté. Democracy, in the exercise of its own strategic defensive, may program its own permissiveness, in accordance with constitutional processes, to meet the threats to its own existence, in short to defend its own institutions against wanton attacks."
"365","But the main challenge to democracy, in my belief, is not the threat of an alienated minority. We can control this threat. The real test lies in its capacity to perform according to its own standards, according to the hopes that it raises, the dreams that it excites. For democracy must match its own promise in our midst, otherwise it will be judged to have failed, not because it is inadequate but because it has never been tried."
"366","We must make democracy work for our people—in terms of equality and fraternity, but also a wider sharing of opportunities, a more energetic commit­ment to justice, with genuine and unmistakable priorities for the welfare and well-being of the very poor."
"367","We must see to it that economic growth is translated into social progress. Thus may we achieve the ultimate purpose of all economic undertakings, name­ly, the dignity of the human person. This is what I have called a Democratic Revolution."
"368","I ask that Congress write the laws that I have proposed, to give meaning and substance to such a revolution."
"369","Experience warns us that the people’s welfare will here contend against a foe so invisible and yet so real, always corrosive, often all-pervading. I refer to the great tempter that will try to deflect you from your urgent legislative tasks, the spirit of faction, the specter of partisanship. We must scorn and subjugate this tempter which lurks within us."
"370","We must stand together as one nation because ranged against us are forces sworn to disrupt our cohesion and convert brothers into enemies. No one can put off this menace, nor can we beg for time before our threatened enslavement."
"371","In a world chronically torn by crisis and convulsed with conflict, we shall continue to put our trust in human liberty and dignity: We shall continue to seek our fullest growth in freedom; nor shall we stop to ask the price or count the cost in defending our birthright."
"372","Fortified by the trials we have undergone, the ordeals we have passed, our people can no longer be daunted by crisis in the days ahead. For they will be strong in the knowledge that each hardship surmounted and every crisis mastered can only strengthen the fiber and temper the soul of the nation."
"373","Together we must, in unity, command our present and our future as a nation by converting dangers into opportunities, crisis into strength and today’s reverses into tomorrow’s momentum for advance. The alternative is for us all—the leadership of today regardless of partisan differences—to be judged as having defaulted our last clear chance to keep our country united—and free."
