country,year,text,context
Russia,2014,"russia has proved that it can protect its compatriots and defend truth and fairness.russia has done this thanks to its citizens, thanks to your work and the results we have achieved together, and thanks to our profound understanding of the essence and importance of national interests.",PAFA
Russia,2014,we have become aware of the indivisibility and integrity of the thousand-year long history of our country.,PAFA
Russia,2014,"we have come to believe in ourselves, to believe that we can do much and achieve every goal.of course, we will talk about this year’s landmark events.",PAFA
Russia,2014,"you know that a referendum was held in crimea in march, at which its residents clearly expressed their desire to join russia.",PAFA
Russia,2014,"after that, the crimean parliament – it should be stressed that it was a legitimate parliament that was elected back in 2010 – adopted a resolution on sovereignty.",PAFA
Russia,2014,"and then we saw the historical reunification of crimea and sevastopol with russia.it was an event of special significance for the country and the people, because crimea is where our people live, and the peninsula is of strategic importance for russia as the spiritual source of the development of a multifaceted but solid russian nation and a centralised russian state.",PAFA
Russia,2014,"it was in crimea, in the ancient city of chersonesus or korsun, as ancient russian chroniclers called it, that grand prince vladimir was baptised before bringing christianity to rus.in addition to ethnic similarity, a common language, common elements of their material culture, a common territory, even though its borders were not marked then, and a nascent common economy and government, christianity was a powerful spiritual unifying force that helped involve various tribes and tribal unions of the vast eastern slavic world in the creation of a russian nation and russian state.",PAFA
Russia,2014,it was thanks to this spiritual unity that our forefathers for the first time and forevermore saw themselves as a united nation.,PAFA
Russia,2014,"all of this allows us to say that crimea, the ancient korsun or chersonesus, and sevastopol have invaluable civilisational and even sacral importance for russia, like the temple mount in jerusalem for the followers of islam and judaism.and this is how we will always consider it.dear friends,we cannot fail to mention today our perspective on the developments in ukraine and how we intend to work with our partners around the world.it is well known that russia not only supported ukraine and other brotherly republics of the former soviet union in their aspirations to sovereignty, but also facilitated this process greatly in the 1990s.",PAFA
Russia,2014,"since then, our position has remained unchanged.every nation has an inalienable sovereign right to determine its own development path, choose allies and political regimes, create an economy and ensure its security.",PAFA
Russia,2014,russia has always respected these rights and always will.,PAFA
Russia,2014,this fully applies to ukraine and the ukrainian people.it is true that we condemned the government coup and the forceful takeover of power in kiev in february of this year.,PAFA
Russia,2014,the developments we are currently witnessing in ukraine and the tragedy unfolding in the country’s southeast prove that we were right to take such a stand.how did it all begin?,PAFA
Russia,2014,i will have to remind you what happened back then.,PAFA
Russia,2014,it is hard to believe that it all started with a technical decision by president yanukovych to postpone the signing of the association agreement between ukraine and the european union.,PAFA
Russia,2014,"make no mistake, he did not refuse to sign the document, but only postponed it in order to make some adjustments.as you recall, this move was fully in line with the constitutional authority vested upon an absolutely legitimate and internationally recognised head of state.against this background, there was no way we could support this armed coup, the violence and the killings.",PAFA
Russia,2014,"just take the bloody events in odessa, where people were burned alive.",PAFA
Russia,2014,"how can the subsequent attempts to suppress people in ukraine’s southeast, who oppose this mayhem, be supported?",PAFA
Russia,2014,i reiterate that there was no way we could endorse these developments.,PAFA
Russia,2014,"what’s more, they were followed by hypocritical statements on the protection of international law and human rights.",PAFA
Russia,2014,this is just cynical.,PAFA
Russia,2014,i strongly believe that the time will come when the ukrainian people will deliver a just assessment of these developments.how did the dialogue on this issue begin between russia and its american and european partners?,PAFA
Russia,2014,"i mentioned our american friends for a reason, since they are always influencing russia’s relations with its neighbours, either openly or behind the scenes.",PAFA
Russia,2014,"sometimes it is even unclear whom to talk to: to the governments of certain countries or directly with their american patrons and sponsors.as i mentioned, in the case of the ukraine-eu association agreement, there was no dialogue at all.",PAFA
Russia,2014,"we were told that it was none of our business or, to put it simply, we were told where to go.all the arguments that russia and ukraine are members of the cis free-trade zone, that we have deep-rooted cooperation in industry and agriculture, and basically share the same infrastructure – no one wanted to hear these arguments, let alone take them into account.our response was to say: fine, if you do not want to have a dialogue with us, we will have to protect our legitimate interests unilaterally and will not pay for what we view as erroneous policy.so what’s came out of it all?",PAFA
Russia,2014,"the agreement between ukraine and the european union has been signed and ratified, but the implementation of the provisions regarding trade and economy has been postponed until the end of next year.",PAFA
Russia,2014,doesn’t this mean that we were the ones who were actually right?,PAFA
Russia,2014,there is also a question of why all this was done in ukraine?,PAFA
Russia,2014,what was the purpose of the government coup?,PAFA
Russia,2014,why shoot and keep shooting and killing people?,PAFA
Russia,2014,"in fact, the economy, finance and the social sector were destroyed and the country ruined.what ukraine currently needs is economic assistance in carrying out reforms, not petty politics and pompous empty promises.",PAFA
Russia,2014,"however, our western colleagues don’t seem eager to provide such assistance, while the kiev authorities are not willing to address the challenges their people are facing.by the way, russia has already made a major contribution to helping ukraine.",PAFA
Russia,2014,let me reiterate that russian banks already invested some $25 billion in ukraine.,PAFA
Russia,2014,"last year, russia’s finance ministry extended a loan worth another $3 billion.",PAFA
Russia,2014,"gazprom provided another $5.5 billion to ukraine and even offered a discount that no one promised, requiring the country to pay $4.5 billion.",PAFA
Russia,2014,"add it all up and you get as much as $ 32.5–33.5 billion that were provided only recently.of course, we have the right to ask questions.",PAFA
Russia,2014,what was this ukrainian tragedy for?,PAFA
Russia,2014,"wasn’t it possible to settle all the issues, even disputed issues, through dialogue, within a legal framework and legitimately?",PAFA
Russia,2014,"but now we are being told that this was actually competent, balanced politics that we should comply with unquestionably and blindfolded.this will never happen.if for some european countries national pride is a long-forgotten concept and sovereignty is too much of a luxury, true sovereignty for russia is absolutely necessary for survival.primarily, we should realise this as a nation.",PAFA
Russia,2014,"i would like to emphasise this: either we remain a sovereign nation, or we dissolve without a trace and lose our identity.",PAFA
Russia,2014,"of course, other countries need to understand this, too.",PAFA
Russia,2014,all participants in international life should be aware of this.,PAFA
Russia,2014,"and they should use this understanding to strengthen the role and the importance of international law, which we’ve talked about so much lately, rather than bend its standards to suit someone's strategic interests contrary to its fundamental principles and common sense, considering everyone else to be poorly educated people who can’t read or write.it is imperative to respect the legitimate interests of all the participants in international dialogue.",PAFA
Russia,2014,"only then, not with guns, missiles or combat aircraft, but precisely with the rule of law will we reliably protect the world against bloody conflict.",PAFA
Russia,2014,"only then, will there be no need to scare anyone with imaginary self-deceptive isolation, or sanctions, which are, of course, damaging, but damaging to everyone, including those who initiate them.speaking of the sanctions, they are not just a knee-jerk reaction on behalf of the united states or its allies to our position regarding the events and the coup in ukraine, or even the so-called crimean spring.",PAFA
Russia,2014,"i’m sure that if these events had never happened – i want to point this out specifically for you as politicians sitting in this auditorium – if none of that had ever happened, they would have come up with some other excuse to try to contain russia’s growing capabilities, affect our country in some way, or even take advantage of it.the policy of containment was not invented yesterday.",PAFA
Russia,2014,"it has been carried out against our country for many years, always, for decades, if not centuries.",PAFA
Russia,2014,"in short, whenever someone thinks that russia has become too strong or independent, these tools are quickly put into use.however, talking to russia from a position of force is an exercise in futility, even when it was faced with domestic hardships, as in the 1990s and early 2000s.we remember well how and who, almost openly, supported separatism back then and even outright terrorism in russia, referred to murderers, whose hands were stained with blood, none other than rebels and organised high-level receptions for them.",PAFA
Russia,2014,these “rebels” showed up in chechnya again.,PAFA
Russia,2014,"i'm sure the local guys, the local law enforcement authorities, will take proper care of them.",PAFA
Russia,2014,they are now working to eliminate another terrorist raid.,PAFA
Russia,2014,"let’s support them.let me reiterate, we remember high-level receptions for terrorists dubbed as fighters for freedom and democracy.",PAFA
Russia,2014,"back then, we realised that the more ground we give and the more excuses we make, the more our opponents become brazen and the more cynical and aggressive their demeanour becomes.despite our unprecedented openness back then and our willingness to cooperate in all, even the most sensitive issues, despite the fact that we considered – and all of you are aware of this and remember it – our former adversaries as close friends and even allies, the support for separatism in russia from across the pond, including information, political and financial support and support provided by the special services – was absolutely obvious and left no doubt that they would gladly let russia follow the yugoslav scenario of disintegration and dismemberment.",PAFA
Russia,2014,with all the tragic fallout for the people of russia.it didn’t work.,PAFA
Russia,2014,"we didn’t allow that to happen.just as it did not work for hitler with his people-hating ideas, who set out to destroy russia and push us back beyond the urals.",PAFA
Russia,2014,"everyone should remember how it ended.next year, we will mark the 70th anniversary of victory in the great patriotic war.",PAFA
Russia,2014,our army crushed the enemy and liberated europe.,PAFA
Russia,2014,"however, we should not forget about the bitter defeats in 1941 and 1942 so as not to repeat the mistakes in the future.in this context, i will touch on an international security issue.",PAFA
Russia,2014,there are many issues related to this.,PAFA
Russia,2014,these include the fight against terrorism.,PAFA
Russia,2014,"we still encounter its manifestations, and of course, we will participate in the joint efforts to counter terrorism on the international level.",PAFA
Russia,2014,"of course, we will work together to deal with other challenges, such as the spread of infectious diseases.however, in this case i would like to speak about the most serious and sensitive issue: international security.",PAFA
Russia,2014,"since 2002, after the us unilaterally pulled out of the abm treaty, which was absolutely a cornerstone of international security, a strategic balance of forces and stability, the us has been working relentlessly to create a global missile defence system, including in europe.",PAFA
Russia,2014,"this poses a threat not only to russia, but to the world as a whole – precisely due to the possible disruption of this strategic balance of forces.i believe that this is bad for the us as well, because it creates the dangerous illusion of invulnerability.",PAFA
Russia,2014,"it strengthens the striving for unilateral, often, as we can see, ill-considered decisions and additional risks.we have said much about this.",PAFA
Russia,2014,i will not go into details now.,PAFA
Russia,2014,i will only say this.,PAFA
Russia,2014,maybe i am repeating myself.,PAFA
Russia,2014,"we have no intention to become involved in a costly arms race, but at the same time we will reliably and dependably guarantee our country’s defence in the new conditions.",PAFA
Russia,2014,there are absolutely no doubts about this.,PAFA
Russia,2014,this will be done.,PAFA
Russia,2014,russia has both the capability and the innovative solutions for this.no one will ever attain military superiority over russia.,PAFA
Russia,2014,we have a modern and combat ready army.,PAFA
Russia,2014,"as they now put it, a polite, but formidable army.",PAFA
Russia,2014,"we have the strength, will and courage to protect our freedom.we will protect the diversity of the world.",PAFA
Russia,2014,"we will tell the truth to people abroad, so that everyone can see the real and not distorted and false image of russia.",PAFA
Russia,2014,"we will actively promote business and humanitarian relations, as well as scientific, education and cultural relations.",PAFA
Russia,2014,"we will do this even if some governments attempt to create a new iron curtain around russia.we will never enter the path of self-isolation, xenophobia, suspicion and the search for enemies.all this is evidence of weakness, while we are strong and confident.our goal is to have as many equal partners as possible, both in the west and in the east.",PAFA
Russia,2014,"we will expand our presence in those regions where integration is on the rise, where politics is not mixed with economy, and where obstacles to trade, to exchange of technology and investment and to the free movement of people are lifted.under no conditions will we curtail our relations with europe or america.",PAFA
Russia,2014,"at the same time, we will restore and expand our traditional ties with south america.",PAFA
Russia,2014,we will continue our cooperation with africa and the middle east.we see how quickly asia pacific has been developing over the past few decades.,PAFA
Russia,2014,"as a pacific power, russia will use this huge potential comprehensively.everyone knows the leaders and the drivers of global economic development.",PAFA
Russia,2014,"many of them are our sincere friends and strategic partners.the eurasian economic union will start working in full on january 1, 2015.",PAFA
Russia,2014,i’d like to remind you about its fundamental principles.,PAFA
Russia,2014,"the topmost principles are equality, pragmatism and mutual respect, as well as the preservation of national identity and state sovereignty of its member countries.",PAFA
Russia,2014,"i am confident that strong cooperation will become a powerful source of development for all of the eurasian economic union members.to conclude this part of my address, i’d like to say once again that our priorities are healthy families and a healthy nation, the traditional values which we inherited from our forefathers, combined with a focus on the future, stability as a vital condition of development and progress, respect for other nations and states, and the guaranteed security of russia and the protection of its legitimate interests.dear friends,to be able to implement all our plans and to meet the basic social commitments set forth in the presidential executive orders of may 2012, we must decide what we will do in the economy, finance and social spheres.",PAFA
Russia,2014,"but most importantly, we must choose a strategy.i repeat that russia will be open to the world, cooperation, foreign investment and joint projects.",PAFA
Russia,2014,"but we must above all see that our development depends primarily on us.we will only succeed if we work towards prosperity and affluence, rather than hope for an opening or a favourable situation on foreign markets.we will succeed if we defeat disorder, irresponsibility and our habit of burying good decisions in red tape.",PAFA
Russia,2014,"i want everyone to understand that in today’s world this is not simply an obstacle to russia’s development but a direct threat to its security.the period ahead will be complex and difficult, when much will depend on what each one of us do at our workplaces.",PAFA
Russia,2014,the so-called sanctions and foreign restrictions are an incentive for a more efficient and faster movement towards our goals.there is much we need to do.,PAFA
Russia,2014,"we need to create new technologies, a competitive environment and an additional margin of strength in the industries, the financial system and in the training of personnel.",PAFA
Russia,2014,"we have a large domestic market and natural resources, capital and research projects for this.",PAFA
Russia,2014,"we also have talented, intelligent and diligent people who can learn very quickly.the most important thing now is to give the people an opportunity for self-fulfilment.",PAFA
Russia,2014,"freedom for development in the economic and social spheres, for public initiatives is the best possible response both to any external restrictions and to our domestic problems.",PAFA
Russia,2014,"the more actively people become involved in organising their own lives, the more independent they are, both economically and politically, and the greater russia’s potential.in this context, i will cite one quote: “he who loves russia should wish freedom for it; above all, freedom for russia as such, for its international independence and self-sufficiency; freedom for russia as a unity of russian and all other ethnic cultures; and finally, freedom for the russian people, freedom for all of us: freedom of faith, of the search for truth, creativity, work, and property.”",PAFA
Russia,2014,ivan ilyin.,PAFA
Russia,2014,"this makes a lot of sense and offers a good guideline for all of us today.ladies and gentlemen,conscientious work, private property, the freedom of enterprise – these are the same kind of fundamental conservative values as patriotism, and respect for the history, traditions, and culture of one’s country.we all want the same thing: wellbeing for russia.",PAFA
Russia,2014,"so the relations between business and the state should be built on the philosophy of a common cause, partnership, and equal dialogue.naturally, responsibility and compliance with the law and obligations are essential in the business world, as it is in other areas of life.",PAFA
Russia,2014,"and this is exactly how the overwhelming, absolute majority of our business people work.",PAFA
Russia,2014,they value their business and social reputation.,PAFA
Russia,2014,"like genuine patriots, they want to be a benefit to russia.",PAFA
Russia,2014,"these are the kind of people to look to, providing conditions for their productive work.this is not the first time we are speaking about the need for new approaches to the activities of oversight, supervisory, and law enforcement agencies.",PAFA
Russia,2014,"nevertheless, things are changing very slowly here.",PAFA
Russia,2014,the presumption of guilt is still very much alive.,PAFA
Russia,2014,"instead of curbing individual violations, they close the path and create problems for thousands of law-abiding, self-motivated people.it is essential to lift restrictions on business as much as possible, free it from intrusive supervision and control.",PAFA
Russia,2014,i said intrusive supervision and control.,PAFA
Russia,2014,i will consider this in more detail later.,PAFA
Russia,2014,i propose the following measures in this regard.every inspection should become public.,PAFA
Russia,2014,"next year, a special register will be launched, with information on what agency has initiated an inspection, for what purpose, and what results it has produced.",PAFA
Russia,2014,"this will make it possible to stop unwarranted and, worse still, ‘paid to order’ visits from oversight agencies.",PAFA
Russia,2014,"this problem is extremely relevant not only for business, but also for the public sector, municipal institutions and social ngos.finally, it’s crucial to abandon the basic principle of total, endless control.",PAFA
Russia,2014,the situation should be monitored where there are real risks or signs of transgression.,PAFA
Russia,2014,"you see, even when we have already done something with regard to restrictions, and these restrictions seem to be working well, there are so many inspection agencies that if every one of them comes at least once, then that’s it, the company would just fold.",PAFA
Russia,2014,"in 2015, the government should make all the necessary decisions to switch to this system, a system of restrictions with regard to reviews and inspections.concerning small business, i propose establishing ‘holidays from inspections’.",PAFA
Russia,2014,"if a company has acquired a good reputation and if there have not been any serious charges against it for three years, then for the next three years it should be exempted from routine inspections by government or municipal supervisory agencies.",PAFA
Russia,2014,"of course, this does not apply to emergencies, when there is a danger to people’s health and life.business people talk about the need for stable legislation and predictable rules, including taxes.",PAFA
Russia,2014,i completely agree with this.,PAFA
Russia,2014,"i propose to freeze the existing tax parameters as they are for the next four years, not revisit the matter again, not change them.meanwhile, it is important to implement the decisions that have already been made to ease the tax burden.",PAFA
Russia,2014,"first of all, for those who are just setting up their operations.",PAFA
Russia,2014,"as we have agreed, two-year tax holidays will be provided to small businesses registering for the first time.",PAFA
Russia,2014,production facilities that are starting from scratch will be entitled to the same exemptions.another thing.,PAFA
Russia,2014,i propose a full amnesty for capital returning to russia.,PAFA
Russia,2014,"i stress, full amnesty.of course, it is essential to explain to the people who will make these decisions what full amnesty means.",PAFA
Russia,2014,"it means that if a person legalises his holdings and property in russia, he will receive firm legal guarantees that he will not be summoned to various agencies, including law enforcement agencies, that they will not “put the squeeze” on him, that he will not be asked about the sources of his capital and methods of its acquisition, that he will not be prosecuted or face administrative liability, and that he will not be questioned by the tax service or law enforcement agencies.",PAFA
Russia,2014,"let’s do this now, but only once.",PAFA
Russia,2014,"everyone who wants to come to russia should be given this opportunity.we all understand that the sources of assets are different, that they were earned or acquired in various ways.",PAFA
Russia,2014,"however, i am confident that we should finally close, turn the “offshore page” in the history of our economy and our country.",PAFA
Russia,2014,"it is very important and necessary to do this.i expect that after the well-known events in cyprus and with the on-going sanctions campaign, our business has finally realised that its interests abroad are not reckoned with and that it can even be fleeced like a sheep.and that the best possible guarantee is national jurisdiction, even with all of its problems.",PAFA
Russia,2014,"we will continue to deal with those problems with conviction, together with our business community, of course.russia has already made significant headway in improving its business climate.",PAFA
Russia,2014,a new legislative framework has for the most part been developed on the federal level.,PAFA
Russia,2014,"now the focus should be shifted to the quality of law enforcement, promoting so called best practices in the regions in partnership with business, using the national investment climate ratings to this end.",PAFA
Russia,2014,"from next year, the ratings system will be introduced in all the regions.",PAFA
Russia,2014,we will review the progress at a state council meeting without fail.we need properly developed construction sites and transport infrastructure in order to be able to expand businesses and accommodate new production sites.,PAFA
Russia,2014,our regions must focus on fixing regional and local roads.,PAFA
Russia,2014,"to enable them to do so, we have introduced additional sources for regional road funds.",PAFA
Russia,2014,"overall, we should seek to double the volume of road construction across russia.of course, what i have just said has been verified by the relevant government agencies.",PAFA
Russia,2014,they all confirmed that this is a feasible project.,PAFA
Russia,2014,"we’ll be expecting to see the results of your work, colleagues.in 2015, we will launch a programme to reimburse the regions’ expenses involved in creating technology parks.",PAFA
Russia,2014,i hope that the regions will make good use of this opportunity to develop their own industrial capacity.,PAFA
Russia,2014,these additional measures are being taken in order to support economic and industrial growth in strategically important russian regions.the law on a special economic zone in crimea has been adopted.,PAFA
Russia,2014,"favourable conditions will be created here for businesses, agriculture and tourism, manufacturing industries and maritime transport, including taxation, customs and other procedures.as you may be aware, customs preferences for kaliningrad region will expire in 2016.",PAFA
Russia,2014,"it is imperative that alternative measures to support this region, which have already been prepared, be implemented in order to maintain a comfortable entrepreneurial climate.i’d like to ask the government to complete this work as soon as possible.",PAFA
Russia,2014,i’d also like to ask the deputies not to delay their review of the law on priority development areas (pda).,PAFA
Russia,2014,"in addition, i propose extending pda regulations to new projects in a number of single-industry cities with the most difficult socioeconomic situations, rather than waiting three years, as provided by the draft law (i believe it has passed its first reading).",PAFA
Russia,2014,"instead, we should amend it and start working on single-industry cities right away.of course, pdas should play a key role in developing the russian far east.",PAFA
Russia,2014,"we have announced ambitious plans for developing this region, and we will, of course, implement them.",PAFA
Russia,2014,i’d like to ask the government to consider recapitalising the far east development fund.,PAFA
Russia,2014,"we can allocate a portion of federal tax increments, which will be obtained from new businesses opening in the region, for these purposes.as is often the case in such matters, we had a tough conversation on this issue with the finance ministry.",PAFA
Russia,2014,we agree that initially this can be done with an exception for vat.,PAFA
Russia,2014,"then, we’ll see how well this system works.i propose providing a free port status to vladivostok, with an attractive and easy customs regime.",PAFA
Russia,2014,"as you may be aware, sevastopol and other crimean ports have already been given this status.we also need a comprehensive project for modern and competitive development of the northern sea route.",PAFA
Russia,2014,"it must operate not just as an effective transit route, but also promote business activity on the russian pacific coast and the development of arctic territories.colleagues, the quality and the size of the russian economy must be consistent with our geopolitical and historical role.",PAFA
Russia,2014,we must escape the trap of zero-level growth and achieve an above-average global growth rate within the next three to four years.,PAFA
Russia,2014,"this is the only way to increase russia’s share in the global economy, and thus strengthen our influence and economic independence.the national economy should also be more effective.",PAFA
Russia,2014,it’s imperative that labour productivity be increased by no less than five percent annually.,PAFA
Russia,2014,the government should find reserves for this and come up with a plan for the best way to use them.,PAFA
Russia,2014,"at the same time, it’s important to maintain a stable macroeconomic environment and reduce inflation in the medium term to four percent, but, importantly, not through suppressing business activity.",PAFA
Russia,2014,"we must at last learn to harmonise two goals: containing inflation and stimulating growth.today we are faced with reduced foreign exchange proceeds and, as a consequence, with a weaker national currency, the ruble.",PAFA
Russia,2014,"as you are aware, the bank of russia has switched to a floating exchange rate, but this does not mean that the bank of russia has withdrawn from controlling the exchange rate, and that the ruble may now be the object of unchecked financial speculation.i’d like to ask the bank of russia and the government to carry out tough and concerted actions to discourage the so-called speculators from playing on fluctuations of the russian currency.",PAFA
Russia,2014,"in this regard, i’d like to point out that the authorities know who these speculators are.",PAFA
Russia,2014,"we have the proper instruments of influence, and the time is ripe to use them.of course, a weaker ruble increases the risk of a short-term surge in inflation.",PAFA
Russia,2014,"it’s imperative that we protect the interests of our people, first and foremost, those with low incomes, and the government and the regions must ensure control over the situation on the food, medicine and other basic goods markets.",PAFA
Russia,2014,"i’m sure this can be done without any problem, and it must be done.a weaker national currency also increases the pricing environment and the competitiveness of our companies.",PAFA
Russia,2014,"we take this factor into account in our policy of import substitution (at least, where it’s appropriate and necessary).",PAFA
Russia,2014,"within three to five years, we must provide our customers with high-quality and affordable medicines and food that are produced mostly in russia.the grain crop in russia in 2014 was one of the best in recent history.",PAFA
Russia,2014,the overall output growth across our agro-industrial complex currently stands at about 6 percent.,PAFA
Russia,2014,"we now have efficient large agricultural enterprises and farms, and we will support them.",PAFA
Russia,2014,"let’s thank our agricultural workers for their performance this year.we must also lessen our critical dependence on foreign technology and industrial goods, including in the machine-tool building and instrument-making industries, power engineering, and the production of equipment for field development, including on the arctic shelf.",PAFA
Russia,2014,our commodities and infrastructure companies can seriously help our producers in this sphere.,PAFA
Russia,2014,"when implementing large oil, energy and transport projects, they must rely above all on domestic producers and promote demand for their products.at this point, it’s mostly the other way around: we buy everything abroad, leaving the domestic industries and science empty-handed.",PAFA
Russia,2014,i suggest creating a special governmental coordination centre and giving the government more authority in this sphere.,PAFA
Russia,2014,"this centre would dovetail the implementation of large projects with placement of contracts at russian companies, with further development of the national production and research facilities, and production localisation.as for imports, we must only buy distinctly unique equipment and technology abroad.",PAFA
Russia,2014,"i’d like to add that we must also cooperate with domestic producers when upgrading the housing and utility sector, public transport, agriculture and other industries.i am instructing the government to take the necessary decisions to expand small and medium-sized businesses’ access to purchases by state companies, and in particular to determine the volume of state-owned companies’ mandatory annual purchases from small and medium firms.",PAFA
Russia,2014,this is tens and hundreds of billions of rubles that must be used to boost the development of national businesses.it goes without saying that their products must satisfy the strictest quality and price conditions.,PAFA
Russia,2014,"next, we must prevent internal monopolism.",PAFA
Russia,2014,"i want to stress that reasonable import substitution – reasonable is the key word here – is a long-term priority, irrespective of external conditions.moreover, import substitution programmes must encourage the creation of a large group of industrial companies that can be competitive not only domestically but also on foreign markets.",PAFA
Russia,2014,these companies exist in russia.,PAFA
Russia,2014,they are highly efficient and have export potential – very good potential.,PAFA
Russia,2014,"but they are short of capital, technology, personnel and equipment.",PAFA
Russia,2014,we must remove as many of these restrictions as possible.,PAFA
Russia,2014,"we must provide investment incentives so that these companies can increase growth, increase their capitalisation and production severalfold and become established on foreign markets.i am instructing the agency for strategic initiatives to join forces with vnesheconombank, the russian direct investment fund and other development institutions to draft a relevant programme and system.",PAFA
Russia,2014,"the first pilot programme for the support for non-commodity companies must be launched already next year.the integrated credit and insurance export support centre, which will start operating in 2015, will stimulate domestic exports.",PAFA
Russia,2014,"its services will be available to all non-commodity companies, both big and small.in the next three years the capitalisation of roseximbank, which was created for this purpose, should reach approximately 30 billion rubles.",PAFA
Russia,2014,"in the next three years, the volume of russian high value-added exports should grow by 50 percent.of course, considerable funds will be needed for the development of the non-commodity and other economic sectors.",PAFA
Russia,2014,russia has these funds.,PAFA
Russia,2014,"we have large domestic savings, which must be used for this.despite any external restrictions, we must increase our annual investment to 25 percent of gdp by 2018.",PAFA
Russia,2014,what does this mean?,PAFA
Russia,2014,i’ll explain it with just a few words.it means that we must invest as much as we save.,PAFA
Russia,2014,"our savings must work for the national economy and development, rather than the export of capital.",PAFA
Russia,2014,"to be able to do this, we must seriously strengthen the stability of our banking system – the central bank has been working towards this end quite persistently – and also reduce the dependence of the national financial market on external risks.i propose using our reserves (above all, the national welfare fund) to implement a programme for recapitalisation of leading domestic banks, with funding to be provided under clearly specified conditions to be funnelled into the most significant projects in the real economy at affordable interest rates.",PAFA
Russia,2014,"furthermore, banks will have to introduce project financing mechanisms.regarding budget spending, the key requirements here should be thrift and maximum return, the correct choice of priorities and factoring in the current economic situation.",PAFA
Russia,2014,"for the next three years, we should set the goal of cutting costs and ineffective budget spending by at least five percent of total spending in real terms.a huge economic reserve is lying on the surface.",PAFA
Russia,2014,it is enough to look at government-financed construction projects to see this.,PAFA
Russia,2014,"at a recent forum of the russian popular front, examples were cited of funds being invested in grandiose buildings or the construction costs of same-type – i want to emphasise this point – facilities, differing several times over, even in neighbouring regions.i believe that it is necessary to phase in a system of a single technical contracting authority, and centralise the preparation of standard projects, construction documentation and the choice of subcontractors.",PAFA
Russia,2014,"this will make it possible to overcome the existing disparity in construction costs and ensure significant saving of public funds spent on capital construction projects, between 10 percent and 20 percent.",PAFA
Russia,2014,this practice should be extended to all civil construction projects financed from the federal budget.,PAFA
Russia,2014,"i instruct the government to submit relevant proposals.yesterday, the prime minister and i discussed this topic.",PAFA
Russia,2014,"of course, there are some pitfalls here, and knowing what they are, it is important to avoid them, move with caution, implement several pilot projects in several regions and see what happens.however, leaving the situation as it is today is no longer an option.",PAFA
Russia,2014,"as i said earlier, construction costs of similar facilities in neighbouring regions differ many times over.",PAFA
Russia,2014,what is this?,PAFA
Russia,2014,"diversion or embezzlement of budget funds allocated for federal defence contracts should be treated as a direct threat to national security and dealt with seriously and severely, as in the suppression of the financing of terrorism.",PAFA
Russia,2014,i mention this for a reason.i don’t think there is anything to hide or gloss over here.,PAFA
Russia,2014,"we have just held our regularl meeting in sochi with the leadership of the defence ministry, combat arms and services commanders and leading defence company designers.on certain positions, prices double, triple or quadruple, and in one case they grew 11 times.",PAFA
Russia,2014,"you realise that this has nothing to do with inflation or with anything, considering that practically 100 percent of funding is provided in advance.i would like to reiterate, and i’m bringing this to the attention of law enforcement agencies.",PAFA
Russia,2014,"i instruct the defence ministry, the federal service for financial monitoring and other relevant agencies to develop a system of strict, effective oversight over the use of funding allocated for federal defence contracts.",PAFA
Russia,2014,this system should operate along the entire supply chain.,PAFA
Russia,2014,tougher penalties should be imposed on those in charge of federal defence contract implementation for misspending every ruble from the budget.it is also crucial to streamline state-owned company budgets.,PAFA
Russia,2014,"to this end, unified financial settlement centres should be established therein, something like the treasury, to ensure the transparency and optimisation of financial flows and their effective management.",PAFA
Russia,2014,"parent companies should also clearly see how funds are used in their subsidiaries.key efficiency parameters should be introduced in all companies where the state holds over 50 percent of stock, including the requirement to reduce operating expenses by at least 2–3 percent a year.",PAFA
Russia,2014,"i should add that compensations to state company management should be directly related to performance and economic realities.colleagues,i’m confident that russia is capable not only of carrying out a large-scale effort to upgrade its industrial sector, but also of becoming a supplier of ideas and technology for the whole world, emerging as a leading producer of goods and services that would shape the global technology agenda.",PAFA
Russia,2014,"russian companies will embody national success and pride, just as our nuclear and space projects once did.we have already adopted legislative amendments to introduce strict environmental standards.",PAFA
Russia,2014,"their purpose is to push companies to implement the so-called best available technology, so that the key industries benefit from continuous upgrades.that said, we should also be mindful of future challenges.",PAFA
Russia,2014,"in this regard, i propose implementing a national technology initiative.",PAFA
Russia,2014,"long-term forecasts should provide us with insight into the tasks russia could face in the next 10–15 years, what state-of-the-art solutions will be needed to ensure national security, improve quality of life, and promote industries operating in a new technological environment.promoters of promising creative projects should join efforts with vibrant companies that are ready to implement cutting-edge solutions.",PAFA
Russia,2014,"the leading universities, research centres, the russian academy of sciences and major business associations should also be involved in this effort.",PAFA
Russia,2014,"and of course, our compatriots working abroad as academics or in high-tech sectors should also be invited to join in, but only those of them who actually have something to contribute.i propose that the government make the necessary arrangements, with assistance from the agency for strategic initiatives.",PAFA
Russia,2014,"it is important that business representatives, academics and developers tell us what barriers need to be removed and what additional assistance they require.",PAFA
Russia,2014,"the most advanced technologies will yield results only if there are people who are ready to develop and use them.unfortunately, engineers are still mostly educated at universities that are no longer linked to the actual producers, and lack access to the latest research and solutions.",PAFA
Russia,2014,"it is high time that we focus on the quality of education, not sheer enrolment numbers, and ensure that engineers are trained by top higher education institutions with strong industry connections, and preferably in the same regions where the future engineers will live.this quality requirement should also be applied to regular labour force.",PAFA
