country,year,word,n.x,total.x,idf.x,tf_idf.x,context.x,tf.x,n.y,total.y,idf.y,tf_idf.y,context.y,tf.y,sentiment
USA,2014,threats,3,2704,-3.4965075614664802,-3.14051923749856e-5,SOTU,8.981874577103405e-6,3,1796,-3.4965075614664802,-3.14051923749856e-5,UNGD,8.981874577103405e-6,security
USA,2015,business,3,2550,-3.7689221617874726,-3.3851986148040504e-5,SOTU,8.981874577103405e-6,1,1852,-3.7689221617874726,-1.1283995382680169e-5,UNGD,2.9939581923678016e-6,economic
USA,2015,democratic,3,2550,-4.028323461124307,-3.618189608382161e-5,SOTU,8.981874577103405e-6,4,1852,-4.028323461124307,-4.824252811176215e-5,UNGD,1.1975832769471206e-5,moral
USA,2015,life,3,2550,-4.255612709818223,-3.8223379608314424e-5,SOTU,8.981874577103405e-6,2,1852,-4.255612709818223,-2.548225307220962e-5,UNGD,5.987916384735603e-6,moral
USA,2015,threat,3,2550,-3.979681653901961,-3.574500147214685e-5,SOTU,8.981874577103405e-6,1,1852,-3.979681653901961,-1.1915000490715618e-5,UNGD,2.9939581923678016e-6,security
USA,2015,troops,3,2550,-3.2188758248682006,-2.8911538938236444e-5,SOTU,8.981874577103405e-6,3,1852,-3.2188758248682006,-2.8911538938236444e-5,UNGD,8.981874577103405e-6,security
USA,2016,community,3,1999,-4.267363726353742,-3.8328925764989925e-5,SOTU,8.981874577103405e-6,1,2146,-4.267363726353742,-1.2776308588329976e-5,UNGD,2.9939581923678016e-6,moral
USA,2016,family,3,1999,-3.5742165457937967,-3.210316472572765e-5,SOTU,8.981874577103405e-6,2,2146,-3.5742165457937967,-2.1402109817151767e-5,UNGD,5.987916384735603e-6,moral
USA,2016,life,3,1999,-4.255612709818223,-3.8223379608314424e-5,SOTU,8.981874577103405e-6,4,2146,-4.255612709818223,-5.096450614441924e-5,UNGD,1.1975832769471206e-5,moral
USA,2016,rights,3,1999,-4.248495242049359,-3.8159451405507915e-5,SOTU,8.981874577103405e-6,7,2146,-4.248495242049359,-8.903871994618514e-5,UNGD,2.0957707346574613e-5,moral
USA,2016,terrorist,3,1999,-2.908720896564361,-2.612576627274086e-5,SOTU,8.981874577103405e-6,2,2146,-2.908720896564361,-1.7417177515160573e-5,UNGD,5.987916384735603e-6,security
USA,2016,troops,3,1999,-3.2188758248682006,-2.8911538938236444e-5,SOTU,8.981874577103405e-6,1,2146,-3.2188758248682006,-9.637179646078815e-6,UNGD,2.9939581923678016e-6,security
USA,2017,class,3,2014,-2.9356283494842854,-2.6367445640056934e-5,SOTU,8.981874577103405e-6,1,1934,-2.9356283494842854,-8.789148546685643e-6,UNGD,2.9939581923678016e-6,economic
USA,2017,college,3,2014,-2.4849066497880004,-2.2319119864206035e-5,SOTU,8.981874577103405e-6,1,1934,-2.4849066497880004,-7.4397066214020115e-6,UNGD,2.9939581923678016e-6,economic
USA,2017,drugs,3,2014,-2.7300291078209855,-2.45207790382896e-5,SOTU,8.981874577103405e-6,1,1934,-2.7300291078209855,-8.1735930127632e-6,UNGD,2.9939581923678016e-6,security
USA,2017,financial,3,2014,-3.9920657131016823,-3.5856233538634175e-5,SOTU,8.981874577103405e-6,1,1934,-3.9920657131016823,-1.1952077846211392e-5,UNGD,2.9939581923678016e-6,economic
USA,2017,freedom,3,2014,-4.051784947803305,-3.639262421456475e-5,SOTU,8.981874577103405e-6,8,1934,-4.051784947803305,-9.7046997905506e-5,UNGD,2.3951665538942413e-5,moral
USA,2017,god,3,2014,-3.258096538021482,-2.9263814464603766e-5,SOTU,8.981874577103405e-6,4,1934,-3.258096538021482,-3.901841928613836e-5,UNGD,1.1975832769471206e-5,moral
USA,2017,peace,3,2014,-4.396504653854535,-3.948885337857286e-5,SOTU,8.981874577103405e-6,10,1934,-4.396504653854535,-1.316295112619095e-4,UNGD,2.9939581923678016e-5,security
USA,2017,poverty,3,2014,-3.951243718581427,-3.548957550386604e-5,SOTU,8.981874577103405e-6,3,1934,-3.951243718581427,-3.548957550386604e-5,UNGD,8.981874577103405e-6,economic
USA,2017,price,3,2014,-3.41224721784874,-3.064837653678742e-5,SOTU,8.981874577103405e-6,1,1934,-3.41224721784874,-1.0216125512262474e-5,UNGD,2.9939581923678016e-6,economic
ZAF,1994,road,3,2662,-3.6592789843376456,-9.96445216757097e-5,SOTU,2.7230643550875918e-5,2,1093,-3.6592789843376456,-6.64296811171398e-5,UNGD,1.8153762367250614e-5,economic
ZAF,1995,children,3,2444,-3.8781214537524646,-1.056037429541381e-4,SOTU,2.7230643550875918e-5,1,1748,-3.8781214537524646,-3.520124765137937e-5,UNGD,9.076881183625307e-6,moral
ZAF,1995,climate,3,2444,-3.455264602932431,-9.408907877641185e-5,SOTU,2.7230643550875918e-5,1,1748,-3.455264602932431,-3.136302625880395e-5,UNGD,9.076881183625307e-6,environmental
ZAF,1995,community,3,2444,-4.267363726353742,-1.1620306053427635e-4,SOTU,2.7230643550875918e-5,9,1748,-4.267363726353742,-3.4860918160282907e-4,UNGD,8.169193065262776e-5,moral
ZAF,1995,freedom,3,2444,-4.051784947803305,-1.1033271165843617e-4,SOTU,2.7230643550875918e-5,1,1748,-4.051784947803305,-3.6777570552812065e-5,UNGD,9.076881183625307e-6,moral
ZAF,1995,war,3,2444,-4.265024544000569,-1.1613936309341661e-4,SOTU,2.7230643550875918e-5,3,1748,-4.265024544000569,-1.1613936309341661e-4,UNGD,2.7230643550875918e-5,security
ZAF,1996,road,3,2615,-3.6592789843376456,-9.96445216757097e-5,SOTU,2.7230643550875918e-5,2,1072,-3.6592789843376456,-6.64296811171398e-5,UNGD,1.8153762367250614e-5,economic
ZAF,1996,trade,3,2615,-4.1404857182199555,-1.1274809072034008e-4,SOTU,2.7230643550875918e-5,1,1072,-4.1404857182199555,-3.7582696906780026e-5,UNGD,9.076881183625307e-6,economic
ZAF,1997,children,3,2516,-3.8781214537524646,-1.056037429541381e-4,SOTU,2.7230643550875918e-5,1,1347,-3.8781214537524646,-3.520124765137937e-5,UNGD,9.076881183625307e-6,moral
ZAF,1997,criminal,3,2516,-3.0757749812275272,-8.375533215650887e-5,SOTU,2.7230643550875918e-5,3,1347,-3.0757749812275272,-8.375533215650887e-5,UNGD,2.7230643550875918e-5,security
ZAF,1997,democratic,3,2516,-4.028323461124307,-1.0969384027750676e-4,SOTU,2.7230643550875918e-5,1,1347,-4.028323461124307,-3.65646134258356e-5,UNGD,9.076881183625307e-6,moral
ZAF,1997,future,3,2516,-4.292739943847116,-1.1689407126750792e-4,SOTU,2.7230643550875918e-5,2,1347,-4.292739943847116,-7.792938084500529e-5,UNGD,1.8153762367250614e-5,moral
ZAF,1998,environment,3,2934,-3.7689221617874726,-1.0263017595863137e-4,SOTU,2.7230643550875918e-5,1,1028,-3.7689221617874726,-3.4210058652877124e-5,UNGD,9.076881183625307e-6,environmental
ZAF,1998,future,3,2934,-4.292739943847116,-1.1689407126750792e-4,SOTU,2.7230643550875918e-5,1,1028,-4.292739943847116,-3.8964690422502645e-5,UNGD,9.076881183625307e-6,moral
ZAF,1998,growth,3,2934,-4.127134385045092,-1.1238452532572637e-4,SOTU,2.7230643550875918e-5,4,1028,-4.127134385045092,-1.4984603376763517e-4,UNGD,3.630752473450123e-5,economic
ZAF,1999,conflicts,3,5061,-3.7573166156671647,-1.02314149469016e-4,SOTU,2.7230643550875918e-5,5,903,-3.7573166156671647,-1.7052358244836e-4,UNGD,4.538440591812653e-5,security
ZAF,2000,democratic,3,2482,-4.028323461124307,-1.0969384027750676e-4,SOTU,2.7230643550875918e-5,1,564,-4.028323461124307,-3.65646134258356e-5,UNGD,9.076881183625307e-6,moral
ZAF,2000,infrastructure,3,2482,-3.258096538021482,-8.872006548120583e-5,SOTU,2.7230643550875918e-5,1,564,-3.258096538021482,-2.9573355160401946e-5,UNGD,9.076881183625307e-6,economic
ZAF,2001,democracy,3,2943,-3.867722746531566,-1.0532057946441588e-4,SOTU,2.7230643550875918e-5,2,752,-3.867722746531566,-7.021371964294392e-5,UNGD,1.8153762367250614e-5,moral
ZAF,2001,peace,3,2943,-4.396504653854535,-1.1971965109887995e-4,SOTU,2.7230643550875918e-5,6,752,-4.396504653854535,-2.394393021977599e-4,UNGD,5.4461287101751836e-5,security
ZAF,2001,safety,3,2943,-3.4067375620377707,-9.276765622323057e-5,SOTU,2.7230643550875918e-5,2,752,-3.4067375620377707,-6.184510414882039e-5,UNGD,1.8153762367250614e-5,security
ZAF,2002,poor,3,3427,-3.7689221617874726,-1.0263017595863137e-4,SOTU,2.7230643550875918e-5,2,640,-3.7689221617874726,-6.842011730575425e-5,UNGD,1.8153762367250614e-5,economic
ZAF,2002,women,3,3427,-3.7416300194994654,-1.0188699336024685e-4,SOTU,2.7230643550875918e-5,1,640,-3.7416300194994654,-3.3962331120082285e-5,UNGD,9.076881183625307e-6,moral
ZAF,2003,future,3,4012,-4.292739943847116,-1.1689407126750792e-4,SOTU,2.7230643550875918e-5,7,1006,-4.292739943847116,-2.727528329575185e-4,UNGD,6.353816828537714e-5,moral
ZAF,2005,conflict,3,3885,-3.967142304649226,-1.0802783801350347e-4,SOTU,2.7230643550875918e-5,2,916,-3.967142304649226,-7.201855867566899e-5,UNGD,1.8153762367250614e-5,security
ZAF,2005,humanity,3,3885,-3.3202283191284883,-9.041195386571176e-5,SOTU,2.7230643550875918e-5,3,916,-3.3202283191284883,-9.041195386571176e-5,UNGD,2.7230643550875918e-5,moral
ZAF,2005,women,3,3885,-3.7416300194994654,-1.0188699336024685e-4,SOTU,2.7230643550875918e-5,3,916,-3.7416300194994654,-1.0188699336024685e-4,UNGD,2.7230643550875918e-5,moral
ZAF,2006,children,3,3469,-3.8781214537524646,-1.056037429541381e-4,SOTU,2.7230643550875918e-5,1,830,-3.8781214537524646,-3.520124765137937e-5,UNGD,9.076881183625307e-6,moral
ZAF,2006,human,3,3469,-4.269697449699962,-1.1626660932286361e-4,SOTU,2.7230643550875918e-5,3,830,-4.269697449699962,-1.1626660932286361e-4,UNGD,2.7230643550875918e-5,moral
ZAF,2006,trade,3,3469,-4.1404857182199555,-1.1274809072034008e-4,SOTU,2.7230643550875918e-5,1,830,-4.1404857182199555,-3.7582696906780026e-5,UNGD,9.076881183625307e-6,economic
ZAF,2007,children,3,3122,-3.8781214537524646,-1.056037429541381e-4,SOTU,2.7230643550875918e-5,1,807,-3.8781214537524646,-3.520124765137937e-5,UNGD,9.076881183625307e-6,moral
ZAF,2007,community,3,3122,-4.267363726353742,-1.1620306053427635e-4,SOTU,2.7230643550875918e-5,2,807,-4.267363726353742,-7.746870702285091e-5,UNGD,1.8153762367250614e-5,moral
ZAF,2007,future,3,3122,-4.292739943847116,-1.1689407126750792e-4,SOTU,2.7230643550875918e-5,2,807,-4.292739943847116,-7.792938084500529e-5,UNGD,1.8153762367250614e-5,moral
ZAF,2007,technology,3,3122,-3.7992275112828016,-1.0345541012842339e-4,SOTU,2.7230643550875918e-5,2,807,-3.7992275112828016,-6.897027341894893e-5,UNGD,1.8153762367250614e-5,economic
ZAF,2008,children,3,3119,-3.8781214537524646,-1.056037429541381e-4,SOTU,2.7230643550875918e-5,1,960,-3.8781214537524646,-3.520124765137937e-5,UNGD,9.076881183625307e-6,moral
ZAF,2008,community,3,3119,-4.267363726353742,-1.1620306053427635e-4,SOTU,2.7230643550875918e-5,2,960,-4.267363726353742,-7.746870702285091e-5,UNGD,1.8153762367250614e-5,moral
ZAF,2008,peace,3,3119,-4.396504653854535,-1.1971965109887995e-4,SOTU,2.7230643550875918e-5,8,960,-4.396504653854535,-3.192524029303466e-4,UNGD,7.261504946900246e-5,security
ZAF,2008,technology,3,3119,-3.7992275112828016,-1.0345541012842339e-4,SOTU,2.7230643550875918e-5,1,960,-3.7992275112828016,-3.448513670947446e-5,UNGD,9.076881183625307e-6,economic
ZAF,2009,climate,3,5710,-3.455264602932431,-9.408907877641185e-5,SOTU,2.7230643550875918e-5,4,690,-3.455264602932431,-1.254521050352158e-4,UNGD,3.630752473450123e-5,environmental
ZAF,2009,peaceful,3,5710,-4.028323461124307,-1.0969384027750676e-4,SOTU,2.7230643550875918e-5,2,690,-4.028323461124307,-7.31292268516712e-5,UNGD,1.8153762367250614e-5,security
ZAF,2010,climate,3,1982,-3.455264602932431,-9.408907877641185e-5,SOTU,2.7230643550875918e-5,3,798,-3.455264602932431,-9.408907877641185e-5,UNGD,2.7230643550875918e-5,environmental
ZAF,2010,democratic,3,1982,-4.028323461124307,-1.0969384027750676e-4,SOTU,2.7230643550875918e-5,1,798,-4.028323461124307,-3.65646134258356e-5,UNGD,9.076881183625307e-6,moral
ZAF,2010,freedom,3,1982,-4.051784947803305,-1.1033271165843617e-4,SOTU,2.7230643550875918e-5,2,798,-4.051784947803305,-7.355514110562413e-5,UNGD,1.8153762367250614e-5,moral
ZAF,2010,future,3,1982,-4.292739943847116,-1.1689407126750792e-4,SOTU,2.7230643550875918e-5,1,798,-4.292739943847116,-3.8964690422502645e-5,UNGD,9.076881183625307e-6,moral
ZAF,2011,crime,3,2495,-3.4446824936018943,-9.38009211292156e-5,SOTU,2.7230643550875918e-5,1,683,-3.4446824936018943,-3.126697370973854e-5,UNGD,9.076881183625307e-6,security
ZAF,2011,democratic,3,2495,-4.028323461124307,-1.0969384027750676e-4,SOTU,2.7230643550875918e-5,1,683,-4.028323461124307,-3.65646134258356e-5,UNGD,9.076881183625307e-6,moral
ZAF,2011,freedom,3,2495,-4.051784947803305,-1.1033271165843617e-4,SOTU,2.7230643550875918e-5,4,683,-4.051784947803305,-1.4711028221124826e-4,UNGD,3.630752473450123e-5,moral
ZAF,2011,life,3,2495,-4.255612709818223,-1.1588307279163718e-4,SOTU,2.7230643550875918e-5,1,683,-4.255612709818223,-3.8627690930545736e-5,UNGD,9.076881183625307e-6,moral
ZAF,2012,crime,3,2628,-3.4446824936018943,-9.38009211292156e-5,SOTU,2.7230643550875918e-5,3,972,-3.4446824936018943,-9.38009211292156e-5,UNGD,2.7230643550875918e-5,security
ZAF,2012,security,3,2628,-4.400603020246817,-1.1983125225324908e-4,SOTU,2.7230643550875918e-5,10,972,-4.400603020246817,-3.994375075108302e-4,UNGD,9.076881183625306e-5,security
ZAF,2013,cent,3,2783,-3.295836866004329,-8.974775889999988e-5,SOTU,2.7230643550875918e-5,1,628,-3.295836866004329,-2.99159196333333e-5,UNGD,9.076881183625307e-6,economic
ZAF,2013,family,3,2783,-3.5742165457937967,-9.732821673215384e-5,SOTU,2.7230643550875918e-5,1,628,-3.5742165457937967,-3.244273891071796e-5,UNGD,9.076881183625307e-6,moral
ZAF,2013,job,3,2783,-3.4499875458315876,-9.394538111550116e-5,SOTU,2.7230643550875918e-5,1,628,-3.4499875458315876,-3.131512703850039e-5,UNGD,9.076881183625307e-6,economic
ZAF,2014,cent,3,5048,-3.295836866004329,-8.974775889999988e-5,SOTU,2.7230643550875918e-5,1,791,-3.295836866004329,-2.99159196333333e-5,UNGD,9.076881183625307e-6,economic
ZAF,2014,income,3,5048,-3.6375861597263857,-9.90538121011088e-5,SOTU,2.7230643550875918e-5,1,791,-3.6375861597263857,-3.301793736703627e-5,UNGD,9.076881183625307e-6,economic
ZAF,2014,poor,3,5048,-3.7689221617874726,-1.0263017595863137e-4,SOTU,2.7230643550875918e-5,1,791,-3.7689221617874726,-3.4210058652877124e-5,UNGD,9.076881183625307e-6,economic
ZAF,2015,women,3,2698,-3.7416300194994654,-1.0188699336024685e-4,SOTU,2.7230643550875918e-5,5,1006,-3.7416300194994654,-1.698116556004114e-4,UNGD,4.538440591812653e-5,moral
ZAF,2016,industrial,3,2517,-3.597312260588446,-9.795712790927964e-5,SOTU,2.7230643550875918e-5,1,717,-3.597312260588446,-3.265237596975988e-5,UNGD,9.076881183625307e-6,economic
ZAF,2016,security,3,2517,-4.400603020246817,-1.1983125225324908e-4,SOTU,2.7230643550875918e-5,9,717,-4.400603020246817,-3.594937567597472e-4,UNGD,8.169193065262776e-5,security
ZAF,2016,women,3,2517,-3.7416300194994654,-1.0188699336024685e-4,SOTU,2.7230643550875918e-5,1,717,-3.7416300194994654,-3.3962331120082285e-5,UNGD,9.076881183625307e-6,moral
ZAF,2017,community,3,2766,-4.267363726353742,-1.1620306053427635e-4,SOTU,2.7230643550875918e-5,2,861,-4.267363726353742,-7.746870702285091e-5,UNGD,1.8153762367250614e-5,moral
ZAF,2017,democratic,3,2766,-4.028323461124307,-1.0969384027750676e-4,SOTU,2.7230643550875918e-5,2,861,-4.028323461124307,-7.31292268516712e-5,UNGD,1.8153762367250614e-5,moral
ZAF,2017,environment,3,2766,-3.7689221617874726,-1.0263017595863137e-4,SOTU,2.7230643550875918e-5,1,861,-3.7689221617874726,-3.4210058652877124e-5,UNGD,9.076881183625307e-6,environmental
ZAF,2017,financial,3,2766,-3.9920657131016823,-1.087065184651452e-4,SOTU,2.7230643550875918e-5,5,861,-3.9920657131016823,-1.8117753077524199e-4,UNGD,4.538440591812653e-5,economic
ZAF,2017,property,3,2766,-3.068052935133617,-8.354505587184216e-5,SOTU,2.7230643550875918e-5,1,861,-3.068052935133617,-2.7848351957280725e-5,UNGD,9.076881183625307e-6,economic
CHN,1973,danger,2,3096,-3.5115454388310208,-3.755402500180224e-5,SOTU,1.0694443701774743e-5,2,2991,-3.5115454388310208,-3.755402500180224e-5,UNGD,1.0694443701774743e-5,security
CHN,1973,democratic,2,3096,-4.028323461124307,-4.308067846753228e-5,SOTU,1.0694443701774743e-5,4,2991,-4.028323461124307,-8.616135693506456e-5,UNGD,2.1388887403549487e-5,moral
CHN,1973,developing,2,3096,-4.102643365036796,-4.38754884958457e-5,SOTU,1.0694443701774743e-5,15,2991,-4.102643365036796,-3.290661637188427e-4,UNGD,8.020832776331057e-5,economic
CHN,1973,economy,2,3096,-4.148411783492376,-4.4364956270338174e-5,SOTU,1.0694443701774743e-5,3,2991,-4.148411783492376,-6.654743440550725e-5,UNGD,1.6041665552662113e-5,economic
CHN,1973,poor,2,3096,-3.7689221617874726,-4.0306525875607285e-5,SOTU,1.0694443701774743e-5,2,2991,-3.7689221617874726,-4.0306525875607285e-5,UNGD,1.0694443701774743e-5,economic
CHN,1973,threat,2,3096,-3.979681653901961,-4.256048139864032e-5,SOTU,1.0694443701774743e-5,4,2991,-3.979681653901961,-8.512096279728063e-5,UNGD,2.1388887403549487e-5,security
CHN,1973,troops,2,3096,-3.2188758248682006,-3.442408629205671e-5,SOTU,1.0694443701774743e-5,1,2991,-3.2188758248682006,-1.7212043146028356e-5,UNGD,5.347221850887372e-6,security
CHN,1977,arms,2,9606,-3.9019726695746444,-4.172942704062974e-5,SOTU,1.0694443701774743e-5,7,2880,-3.9019726695746444,-1.4605299464220408e-4,UNGD,3.74305529562116e-5,security
CHN,1982,combat,2,9245,-3.20545280453606,-3.428053455680686e-5,SOTU,1.0694443701774743e-5,2,1782,-3.20545280453606,-3.428053455680686e-5,UNGD,1.0694443701774743e-5,security
CHN,1982,community,2,9245,-4.267363726353742,-4.5637081126485775e-5,SOTU,1.0694443701774743e-5,3,1782,-4.267363726353742,-6.845562168972866e-5,UNGD,1.6041665552662113e-5,moral
CHN,1982,danger,2,9245,-3.5115454388310208,-3.755402500180224e-5,SOTU,1.0694443701774743e-5,1,1782,-3.5115454388310208,-1.877701250090112e-5,UNGD,5.347221850887372e-6,security
CHN,1982,economies,2,9245,-3.4760986898352733,-3.717494174025627e-5,SOTU,1.0694443701774743e-5,2,1782,-3.4760986898352733,-3.717494174025627e-5,UNGD,1.0694443701774743e-5,security
CHN,1982,enemy,2,9245,-2.793208009442517,-2.9871805804329295e-5,SOTU,1.0694443701774743e-5,1,1782,-2.793208009442517,-1.4935902902164647e-5,UNGD,5.347221850887372e-6,security
CHN,1982,nuclear,2,9245,-3.8781214537524646,-4.147435155580056e-5,SOTU,1.0694443701774743e-5,1,1782,-3.8781214537524646,-2.073717577790028e-5,UNGD,5.347221850887372e-6,security
CHN,1982,wage,2,9245,-3.1986731175506815,-3.420802957602607e-5,SOTU,1.0694443701774743e-5,2,1782,-3.1986731175506815,-3.420802957602607e-5,UNGD,1.0694443701774743e-5,economic
CHN,1987,arms,2,9809,-3.9019726695746444,-4.172942704062974e-5,SOTU,1.0694443701774743e-5,9,2113,-3.9019726695746444,-1.877824216828338e-4,UNGD,4.812499665798634e-5,security
CHN,1987,developments,2,9809,-3.545778610473263,-3.792012972866339e-5,SOTU,1.0694443701774743e-5,1,2113,-3.545778610473263,-1.8960064864331694e-5,UNGD,5.347221850887372e-6,economic
CHN,1987,disarmament,2,9809,-3.3557350075853982,-3.588771911669668e-5,SOTU,1.0694443701774743e-5,23,2113,-3.3557350075853982,-4.127087698420119e-4,UNGD,1.2298610257040955e-4,security
CHN,1992,arms,2,8458,-3.9019726695746444,-4.172942704062974e-5,SOTU,1.0694443701774743e-5,3,1554,-3.9019726695746444,-6.25941405609446e-5,UNGD,1.6041665552662113e-5,security
CHN,1992,cent,2,8458,-3.295836866004329,-3.524714181371701e-5,SOTU,1.0694443701774743e-5,6,1554,-3.295836866004329,-1.0574142544115101e-4,UNGD,3.208333110532423e-5,economic
CHN,1992,environmental,2,8458,-3.0204248861443626,-3.230176390031028e-5,SOTU,1.0694443701774743e-5,2,1554,-3.0204248861443626,-3.230176390031028e-5,UNGD,1.0694443701774743e-5,environmental
CHN,1992,military,2,8458,-4.088773517172645,-4.372715818871036e-5,SOTU,1.0694443701774743e-5,3,1554,-4.088773517172645,-6.559073728306553e-5,UNGD,1.6041665552662113e-5,security
CHN,1992,prices,2,8458,-3.5115454388310208,-3.755402500180224e-5,SOTU,1.0694443701774743e-5,2,1554,-3.5115454388310208,-3.755402500180224e-5,UNGD,1.0694443701774743e-5,economic
CHN,1992,technical,2,8458,-3.20545280453606,-3.428053455680686e-5,SOTU,1.0694443701774743e-5,1,1554,-3.20545280453606,-1.714026727840343e-5,UNGD,5.347221850887372e-6,economic
CHN,1992,war,2,8458,-4.265024544000569,-4.5612064872501586e-5,SOTU,1.0694443701774743e-5,4,1554,-4.265024544000569,-9.122412974500317e-5,UNGD,2.1388887403549487e-5,security
CHN,1992,weapon,2,8458,-2.9618307218783095,-3.167513190931443e-5,SOTU,1.0694443701774743e-5,5,1554,-2.9618307218783095,-7.918782977328606e-5,UNGD,2.6736109254436857e-5,security
CHN,1992,weapons,2,8458,-3.9186675481468147,-4.190796947962778e-5,SOTU,1.0694443701774743e-5,12,1554,-3.9186675481468147,-2.514478168777666e-4,UNGD,6.416666221064845e-5,security
CHN,1997,environmental,2,9678,-3.0204248861443626,-3.230176390031028e-5,SOTU,1.0694443701774743e-5,2,1091,-3.0204248861443626,-3.230176390031028e-5,UNGD,1.0694443701774743e-5,environmental
CHN,1997,poor,2,9678,-3.7689221617874726,-4.0306525875607285e-5,SOTU,1.0694443701774743e-5,1,1091,-3.7689221617874726,-2.0153262937803642e-5,UNGD,5.347221850887372e-6,economic
CHN,1997,poverty,2,9678,-3.951243718581427,-4.225635350036016e-5,SOTU,1.0694443701774743e-5,1,1091,-3.951243718581427,-2.112817675018008e-5,UNGD,5.347221850887372e-6,economic
CHN,2002,export,2,9787,-3.3202283191284883,-3.5507994835957805e-5,SOTU,1.0694443701774743e-5,2,851,-3.3202283191284883,-3.5507994835957805e-5,UNGD,1.0694443701774743e-5,economic
CHN,2002,war,2,9787,-4.265024544000569,-4.5612064872501586e-5,SOTU,1.0694443701774743e-5,2,851,-4.265024544000569,-4.5612064872501586e-5,UNGD,1.0694443701774743e-5,security
CHN,2007,climate,2,10438,-3.455264602932431,-3.6952132770795946e-5,SOTU,1.0694443701774743e-5,9,1185,-3.455264602932431,-1.6628459746858174e-4,UNGD,4.812499665798634e-5,environmental
CHN,2007,community,2,10438,-4.267363726353742,-4.5637081126485775e-5,SOTU,1.0694443701774743e-5,6,1185,-4.267363726353742,-1.3691124337945733e-4,UNGD,3.208333110532423e-5,moral
CHN,2007,financing,2,10438,-3.2321210516182215,-3.456573662385205e-5,SOTU,1.0694443701774743e-5,1,1185,-3.2321210516182215,-1.7282868311926025e-5,UNGD,5.347221850887372e-6,economic
CHN,2007,threats,2,10438,-3.4965075614664802,-3.739320326893297e-5,SOTU,1.0694443701774743e-5,1,1185,-3.4965075614664802,-1.8696601634466484e-5,UNGD,5.347221850887372e-6,security
CHN,2012,economies,2,11314,-3.4760986898352733,-3.717494174025627e-5,SOTU,1.0694443701774743e-5,1,1505,-3.4760986898352733,-1.8587470870128137e-5,UNGD,5.347221850887372e-6,security
CHN,2012,illegal,2,11314,-3.004031076368686,-3.212644122460669e-5,SOTU,1.0694443701774743e-5,1,1505,-3.004031076368686,-1.6063220612303347e-5,UNGD,5.347221850887372e-6,security
CHN,2012,threats,2,11314,-3.4965075614664802,-3.739320326893297e-5,SOTU,1.0694443701774743e-5,3,1505,-3.4965075614664802,-5.608980490339944e-5,UNGD,1.6041665552662113e-5,security
CHN,2012,war,2,11314,-4.265024544000569,-4.5612064872501586e-5,SOTU,1.0694443701774743e-5,5,1505,-4.265024544000569,-1.1403016218125396e-4,UNGD,2.6736109254436857e-5,security
CHN,2017,aggression,2,12370,-3.41224721784874,-3.6492085767820853e-5,SOTU,1.0694443701774743e-5,1,1119,-3.41224721784874,-1.8246042883910427e-5,UNGD,5.347221850887372e-6,security
CHN,2017,threats,2,12370,-3.4965075614664802,-3.739320326893297e-5,SOTU,1.0694443701774743e-5,1,1119,-3.4965075614664802,-1.8696601634466484e-5,UNGD,5.347221850887372e-6,security
GHA,2008,credit,2,2854,-3.4231762883809305,-6.149768319241388e-5,SOTU,1.7965093822702488e-5,1,611,-3.4231762883809305,-3.074884159620694e-5,UNGD,8.982546911351244e-6,economic
GHA,2008,infrastructure,2,2854,-3.258096538021482,-5.853200998897809e-5,SOTU,1.7965093822702488e-5,1,611,-3.258096538021482,-2.9266004994489045e-5,UNGD,8.982546911351244e-6,economic
GHA,2008,investment,2,2854,-3.7297014486341915,-6.700443645538263e-5,SOTU,1.7965093822702488e-5,1,611,-3.7297014486341915,-3.3502218227691315e-5,UNGD,8.982546911351244e-6,economic
GHA,2008,sectors,2,2854,-3.1498829533812494,-5.658794278802535e-5,SOTU,1.7965093822702488e-5,2,611,-3.1498829533812494,-5.658794278802535e-5,UNGD,1.7965093822702488e-5,economic
GHA,2008,trade,2,2854,-4.1404857182199555,-7.43842143993812e-5,SOTU,1.7965093822702488e-5,1,611,-4.1404857182199555,-3.71921071996906e-5,UNGD,8.982546911351244e-6,economic
GHA,2011,investments,2,2850,-3.245193133185574,-5.830019911046869e-5,SOTU,1.7965093822702488e-5,1,820,-3.245193133185574,-2.9150099555234344e-5,UNGD,8.982546911351244e-6,economic
GHA,2011,markets,2,2850,-3.6971782569286313,-6.642015426497851e-5,SOTU,1.7965093822702488e-5,1,820,-3.6971782569286313,-3.3210077132489254e-5,UNGD,8.982546911351244e-6,economic
GHA,2011,school,2,2850,-3.460513958818575,-6.216845794494731e-5,SOTU,1.7965093822702488e-5,1,820,-3.460513958818575,-3.1084228972473654e-5,UNGD,8.982546911351244e-6,economic
GHA,2011,technology,2,2850,-3.7992275112828016,-6.8253478693988e-5,SOTU,1.7965093822702488e-5,1,820,-3.7992275112828016,-3.4126739346994e-5,UNGD,8.982546911351244e-6,economic
GHA,2012,conflict,2,2966,-3.967142304649226,-7.127008371103551e-5,SOTU,1.7965093822702488e-5,3,898,-3.967142304649226,-1.0690512556655328e-4,UNGD,2.6947640734053733e-5,security
GHA,2012,employees,2,2966,-2.842969519001581,-5.107421414394676e-5,SOTU,1.7965093822702488e-5,1,898,-2.842969519001581,-2.553710707197338e-5,UNGD,8.982546911351244e-6,economic
