country,year,fline,context
USA,2009,themselves. They offer nothing but hatred and ,UNGD
USA,2009,"destruction. In confronting them, America will forge ",UNGD
USA,2009,"lasting partnerships to target terrorists, share ",UNGD
USA,2009,"intelligence, coordinate law enforcement and protect ",UNGD
USA,2009,our people. We will permit no safe haven for Al-Qaida ,UNGD
USA,2009,to launch attacks from Afghanistan or any other nation. ,UNGD
USA,2009,"We will stand by our friends on the front lines, as we ",UNGD
USA,2009,and many nations will do in pledging support for the ,UNGD
USA,2009,Pakistani people tomorrow. And we will pursue ,UNGD
USA,2009,positive engagement that builds bridges among faiths ,UNGD
USA,2009,and new partnerships for opportunity. ,UNGD
USA,2009," Our efforts to promote peace, however, cannot be ",UNGD
USA,2009,"limited to defeating violent extremists, for the most ",UNGD
USA,2009,powerful weapon in our arsenal is the hope of human ,UNGD
USA,2009,beings — the belief that the future belongs to those ,UNGD
USA,2009,who would build and not destroy; the confidence that ,UNGD
USA,2009,conflicts can end and a new day can begin. And that is ,UNGD
USA,2009,why we will strengthen our support for effective ,UNGD
USA,2009,"peacekeeping, while energizing our efforts to prevent ",UNGD
USA,2009,conflicts before they take hold.  ,UNGD
USA,2009," We will pursue a lasting peace in Sudan, through ",UNGD
USA,2009,support for the people of Darfur and the implementation ,UNGD
USA,2009,"of the Comprehensive Peace Agreement, so that we ",UNGD
USA,2009,secure the peace that the Sudanese people deserve. ,UNGD
USA,2009," And in countries ravaged by violence, from Haiti to ",UNGD
USA,2009,"Congo to East Timor, we will work with the United ",UNGD
USA,2009,Nations and other partners to support an enduring peace. ,UNGD
USA,2009, I will also continue to seek a just and lasting ,UNGD
USA,2009,"peace between Israel, Palestine and the Arab world. We ",UNGD
USA,2009,will continue to work on that issue. Yesterday I had a ,UNGD
USA,2009,constructive meeting with Prime Minister Netanyahu ,UNGD
USA,2009,and President Abbas. We have made some progress. ,UNGD
USA,2009,Palestinians have strengthened their efforts on security. ,UNGD
USA,2009,Israelis have facilitated greater freedom of movement ,UNGD
USA,2009,for the Palestinians. As a result of these efforts on both ,UNGD
USA,2009,"sides, the economy in the West Bank has begun to ",UNGD
USA,2009,grow. ,UNGD
USA,2009, But more progress is needed. We continue to call ,UNGD
USA,2009,on Palestinians to end incitement against Israel. And ,UNGD
USA,2009,we continue to emphasize that America does not accept ,UNGD
USA,2009,the legitimacy of continued Israeli settlements. ,UNGD
USA,2009, The time has come to re-launch negotiations — ,UNGD
USA,2009,without preconditions — that address the permanent-,UNGD
USA,2009,"status issues: security for Israelis and Palestinians, ",UNGD
USA,2009,"borders, refugees and Jerusalem. The goal is clear: two ",UNGD
USA,2009,States living side by side in peace and security: a ,UNGD
USA,2009,"Jewish State of Israel, with true security for all Israelis, ",UNGD
USA,2009,"and a viable, independent Palestinian State with ",UNGD
USA,2009,contiguous territory that ends the occupation that began ,UNGD
USA,2009,in 1967 and realizes the potential of the Palestinian ,UNGD
USA,2009,"people. As we pursue this goal, we will also pursue ",UNGD
USA,2009,"peace between Israel and Lebanon, Israel and Syria, ",UNGD
USA,2009,and a broader peace between Israel and its many ,UNGD
USA,2009,"neighbours. In pursuit of that goal, we will develop ",UNGD
USA,2009,"regional initiatives with multilateral participation, ",UNGD
USA,2009,alongside bilateral negotiations. ,UNGD
USA,2009," Now, I am not naive. I know this will be difficult. ",UNGD
USA,2009,But all of us — not just the Israelis and the ,UNGD
USA,2009,"Palestinians, but all of us — must decide whether we ",UNGD
USA,2009,"are serious about peace, or whether we will only lend it ",UNGD
USA,2009,lip-service. To break the old patterns — to break the ,UNGD
USA,2009,cycle of insecurity and despair — all of us must say ,UNGD
USA,2009,publicly what we would acknowledge in private. The ,UNGD
USA,2009,United States does Israel no favours when we fail to ,UNGD
USA,2009,couple an unwavering commitment to its security with ,UNGD
USA,2009,an insistence that Israel respect the legitimate claims ,UNGD
USA,2009,and rights of the Palestinians. And nations within this ,UNGD
USA,2009,body do the Palestinians no favours when they choose ,UNGD
USA,2009,vitriolic attacks against Israel over a constructive ,UNGD
USA,2009,willingness to recognize Israel’s legitimacy and its ,UNGD
USA,2009,right to exist in peace and security. ,UNGD
USA,2009, We must remember that the greatest price of this ,UNGD
USA,2009,conflict is not paid by us. It is not paid by politicians. ,UNGD
USA,2009,It is paid by the Israeli girl in Sderot who closes her ,UNGD
USA,2009,eyes in fear that a rocket will take her life in the middle ,UNGD
USA,2009,of the night. It is paid by the Palestinian boy in Gaza ,UNGD
USA,2009,who has no clean water and no country to call his own. ,UNGD
USA,2009,These are all God’s children. And after all the politics ,UNGD
USA,2009,"and all the posturing, this is about the right of every ",UNGD
USA,2009,human being to live with dignity and security. That is a ,UNGD
USA,2009,lesson embedded in the three great faiths that call one ,UNGD
USA,2009,small slice of Earth the Holy Land. And that is why — ,UNGD
USA,2009, ,UNGD
USA,2009, ,UNGD
USA,2009,13 09-52179 ,UNGD
USA,2009, ,UNGD
USA,2009,"even though there will be setbacks, and false starts, and ",UNGD
USA,2009,tough days — I will not waiver in my pursuit of peace. ,UNGD
USA,2009," Thirdly, we must recognize that in the twenty-",UNGD
USA,2009,first century there will be no peace unless we take ,UNGD
USA,2009,responsibility for the preservation of our planet. And I ,UNGD
USA,2009,thank the Secretary-General for hosting the summit on ,UNGD
USA,2009,climate change yesterday. ,UNGD
USA,2009, The danger posed by climate change cannot be ,UNGD
USA,2009,denied. Our responsibility to meet it must not be ,UNGD
USA,2009,"deferred. If we continue down our current course, ",UNGD
USA,2009,every member of this Assembly will see irreversible ,UNGD
USA,2009,changes within its borders. Our efforts to end conflicts ,UNGD
USA,2009,will be eclipsed by wars over refugees and resources. ,UNGD
USA,2009,Development will be devastated by drought and ,UNGD
USA,2009,famine. Land that human beings have lived on for ,UNGD
USA,2009,millennia will disappear. Future generations will look ,UNGD
USA,2009,back and wonder why we refused to act — why we ,UNGD
USA,2009,failed to pass on an environment that was worthy of ,UNGD
USA,2009,our inheritance. ,UNGD
USA,2009, And that is why the days when America dragged ,UNGD
USA,2009,its feet on this issue are over. We will move forward ,UNGD
USA,2009,"with investments to transform our energy economy, ",UNGD
USA,2009,while providing incentives to make clean energy the ,UNGD
USA,2009,profitable kind of energy. We will press ahead with ,UNGD
USA,2009,deep cuts in emissions to reach the goals that we set for ,UNGD
USA,2009,"2020, and eventually 2050. We will continue to ",UNGD
USA,2009,promote renewable energy and efficiency — and share ,UNGD
USA,2009,new technologies — with countries around the world. ,UNGD
USA,2009,And we will seize every opportunity for progress to ,UNGD
USA,2009,address this threat in a cooperative effort with the ,UNGD
USA,2009,entire world. ,UNGD
USA,2009, Those wealthy nations that did so much damage ,UNGD
USA,2009,to the environment in the twentieth century must ,UNGD
USA,2009,accept our obligation to lead. But responsibility does ,UNGD
USA,2009,not end there. While we must acknowledge the need for ,UNGD
USA,2009,"differentiated responses, any effort to curb carbon ",UNGD
USA,2009,emissions must include the fast-growing carbon ,UNGD
USA,2009,emitters who can do more to reduce their air pollution ,UNGD
USA,2009,without inhibiting growth. And any effort that fails ,UNGD
USA,2009,both to help the poorest nations to adapt to the ,UNGD
USA,2009,problems that climate change has already wrought and ,UNGD
USA,2009,to help them travel a path of clean development simply ,UNGD
USA,2009,will not work. ,UNGD
USA,2009, It is hard to change something as fundamental as ,UNGD
USA,2009,how we use energy. I know that. It is even harder to do ,UNGD
USA,2009,"so in the midst of a global recession. Certainly, it will ",UNGD
USA,2009,be tempting to sit back and wait for others to move ,UNGD
USA,2009,first. But we cannot make this journey unless we all ,UNGD
USA,2009,"move forward together. As we head into Copenhagen, ",UNGD
USA,2009,let us resolve to focus on what each of us can do for ,UNGD
USA,2009,the sake of our common future. ,UNGD
USA,2009, This leads me to the final pillar that must fortify ,UNGD
USA,2009,our future: a global economy that advances opportunity ,UNGD
USA,2009,for all people. ,UNGD
USA,2009, The world is still recovering from the worst ,UNGD
USA,2009,economic crisis since the Great Depression. In ,UNGD
USA,2009,"America, we see the engine of growth beginning to ",UNGD
USA,2009,"churn, and yet many still struggle to find a job or pay ",UNGD
USA,2009,"their bills. Across the globe, we find promising signs, ",UNGD
USA,2009,but little certainty about what lies ahead. And far too ,UNGD
USA,2009,many people in far too many places live through the ,UNGD
USA,2009,daily crises that challenge our humanity: the despair of ,UNGD
USA,2009,an empty stomach; the thirst brought on by dwindling ,UNGD
USA,2009,water supplies; the injustice of a child dying from a ,UNGD
USA,2009,treatable disease or a mother losing her life as she ,UNGD
USA,2009,gives birth. ,UNGD
USA,2009," In Pittsburgh, we will work with the world’s ",UNGD
USA,2009,largest economies to chart a course for growth that is ,UNGD
USA,2009,balanced and sustained. That means vigilance to ensure ,UNGD
USA,2009,that we do not let up until our people are back to work. ,UNGD
USA,2009,"That means taking steps to rekindle demand, so that ",UNGD
USA,2009,global recovery can be sustained. And that means ,UNGD
USA,2009,setting new rules of the road and strengthening ,UNGD
USA,2009,"regulation for all financial centres, so that we put an ",UNGD
USA,2009,end to the greed and the excess and the abuse that led ,UNGD
USA,2009,"us into this disaster, and prevent a crisis like this from ",UNGD
USA,2009,ever happening again. ,UNGD
USA,2009," At a time of such interdependence, we have a ",UNGD
USA,2009,"moral and pragmatic interest, however, in broader ",UNGD
USA,2009,questions of development: the questions of development ,UNGD
USA,2009,that existed even before this crisis happened. And so ,UNGD
USA,2009,America will continue our historic effort to help people ,UNGD
USA,2009,feed themselves. We have set aside $63 billion to carry ,UNGD
USA,2009,"forward the fight against HIV/AIDS, to end deaths ",UNGD
USA,2009,"from tuberculosis and malaria, to eradicate polio and to ",UNGD
USA,2009,strengthen public health systems. We are joining with ,UNGD
USA,2009,other countries to contribute H1N1 vaccines to the ,UNGD
USA,2009,World Health Organization. We will integrate more ,UNGD
USA,2009,economies into a system of global trade. We will ,UNGD
USA,2009,support the Millennium Development Goals and ,UNGD
USA,2009,approach next year’s summit with a global plan to ,UNGD
USA,2009,make them a reality. And we will set our sights on the ,UNGD
USA,2009,eradication of extreme poverty in our time. ,UNGD
USA,2009, Now is the time for all of us to do our part. ,UNGD
USA,2009,Growth will not be sustained or shared unless all ,UNGD
USA,2009,nations embrace their responsibilities. That means that ,UNGD
USA,2009,  ,UNGD
USA,2009, ,UNGD
USA,2009,09-52179 14 ,UNGD
USA,2009, ,UNGD
USA,2009,wealthy nations must open their markets to more goods ,UNGD
USA,2009,"and extend a hand to those with less, while reforming ",UNGD
USA,2009,international institutions to give more nations a greater ,UNGD
USA,2009,voice. And developing nations must root out the ,UNGD
USA,2009,"corruption that is an obstacle to progress, for ",UNGD
USA,2009,opportunity cannot thrive where individuals are ,UNGD
USA,2009,oppressed and businesses have to pay bribes. That is ,UNGD
USA,2009,why we will support honest police and independent ,UNGD
USA,2009,"judges, civil society and a vibrant private sector. Our ",UNGD
USA,2009,goal is simple: a global economy in which growth is ,UNGD
USA,2009,sustained and opportunity is available to all. ,UNGD
USA,2009," Now, the changes that I have spoken about today ",UNGD
USA,2009,"will not be easy to make, and they will not be realized ",UNGD
USA,2009,simply by leaders like us coming together in forums ,UNGD
USA,2009,"like this, as useful as that may be. For, as in any ",UNGD
USA,2009,"assembly of members, real change can only come ",UNGD
USA,2009,through the people we represent. That is why we must ,UNGD
USA,2009,do the hard work to lay the groundwork for progress in ,UNGD
USA,2009,our own capitals. That is where we will build the ,UNGD
USA,2009,consensus to end conflicts and to harness technology ,UNGD
USA,2009,"for peaceful purposes, to change the way we use ",UNGD
USA,2009,energy and to promote growth that can be sustained ,UNGD
USA,2009,and shared. ,UNGD
USA,2009, I believe that the people of the world want this ,UNGD
USA,2009,future for their children. And that is why we must ,UNGD
USA,2009,champion those principles that ensure that ,UNGD
USA,2009,Governments reflect the will of the people. These ,UNGD
USA,2009,principles cannot be afterthoughts. Democracy and ,UNGD
USA,2009,human rights are essential to achieving each of the ,UNGD
USA,2009,"goals that I have discussed today, because ",UNGD
USA,2009,Governments of the people and by the people are more ,UNGD
USA,2009,likely to act in the broader interests of their own ,UNGD
USA,2009,"people, rather than the narrow interest of those in ",UNGD
USA,2009,power. ,UNGD
USA,2009, The test of our leadership will not be the degree ,UNGD
USA,2009,to which we feed the fears and old hatreds of our ,UNGD
USA,2009,people. True leadership will not be measured by the ,UNGD
USA,2009,ability to muzzle dissent or to intimidate and harass ,UNGD
USA,2009,political opponents at home. The people of the world ,UNGD
USA,2009,want change. They will not long tolerate those who are ,UNGD
USA,2009,on the wrong side of history. ,UNGD
USA,2009, This Organization’s Charter commits each of us ,UNGD
USA,2009,"“to reaffirm faith in fundamental human rights, in the ",UNGD
USA,2009,"dignity and worth of the human person, in the equal ",UNGD
USA,2009,rights of men and women”. ,UNGD
USA,2009, Among those rights is the freedom to speak your ,UNGD
USA,2009,"mind and worship as you please, the promise of ",UNGD
USA,2009,equality of the races and the opportunity for women ,UNGD
USA,2009,"and girls to pursue their own potential, and the ability ",UNGD
USA,2009,of citizens to have a say in how you are governed and ,UNGD
USA,2009,"to have confidence in the administration of justice. For, ",UNGD
USA,2009,just as no nation should be forced to accept the tyranny ,UNGD
USA,2009,"of another nation, no individual should be forced to ",UNGD
USA,2009,accept the tyranny of their own people. ,UNGD
USA,2009," As an African-American, I will never forget that I ",UNGD
USA,2009,would not be here today without the steady pursuit of a ,UNGD
USA,2009,more perfect union in my country. That guides my ,UNGD
USA,2009,"belief that no matter how dark the day may seem, ",UNGD
USA,2009,transformative change can be forged by those who ,UNGD
USA,2009,choose to side with justice. And I pledge that America ,UNGD
USA,2009,will always stand with those who stand up for their ,UNGD
USA,2009,dignity and their rights — for the student who seeks to ,UNGD
USA,2009,"learn, the voter who demands to be heard, the innocent ",UNGD
USA,2009,who longs to be free and the oppressed who yearns to ,UNGD
USA,2009,be equal. ,UNGD
USA,2009, Democracy cannot be imposed on any nation ,UNGD
USA,2009,from the outside. Each society must search for its own ,UNGD
USA,2009,"path, and no path is perfect. Each country will pursue a ",UNGD
USA,2009,path rooted in the culture of its people and in its past ,UNGD
USA,2009,traditions. And I admit that America has too often been ,UNGD
USA,2009,selective in its promotion of democracy. But that does ,UNGD
USA,2009,not weaken our commitment; it only reinforces it. ,UNGD
USA,2009,There are basic principles that are universal. There are ,UNGD
USA,2009,"certain truths that are self-evident, and the United ",UNGD
USA,2009,States of America will never waiver in our efforts to ,UNGD
USA,2009,stand up for the right of people everywhere to ,UNGD
USA,2009,determine their own destiny. ,UNGD
USA,2009," Sixty-five years ago, a weary Franklin Roosevelt ",UNGD
USA,2009,"spoke to the American people in his fourth, and final, ",UNGD
USA,2009,"inaugural address. After years of war, he sought to sum ",UNGD
USA,2009,up the lessons that could be drawn from the terrible ,UNGD
USA,2009,suffering and enormous sacrifice that had taken place. ,UNGD
USA,2009,"We have learned, he said, to be citizens of the world, ",UNGD
USA,2009,members of the human community. The United Nations ,UNGD
USA,2009,was built by men and women like Roosevelt from ,UNGD
USA,2009,"every corner of the world — from Africa and Asia, ",UNGD
USA,2009,from Europe to the Americas. These architects of ,UNGD
USA,2009,international cooperation had an idealism that was ,UNGD
USA,2009,anything but naive. It was rooted in the hard-earned ,UNGD
USA,2009,"lessons of war, rooted in the wisdom that nations could ",UNGD
USA,2009,advance their interests by acting together instead of ,UNGD
USA,2009,splitting apart. ,UNGD
USA,2009," Now it falls to us, for this institution will be what ",UNGD
USA,2009,we make of it. The United Nations does extraordinary ,UNGD
USA,2009,"good around the world, in feeding the hungry, caring ",UNGD
USA,2009,for the sick and mending places that have been broken. ,UNGD
USA,2009, ,UNGD
USA,2009, ,UNGD
USA,2009,15 09-52179 ,UNGD
USA,2009, ,UNGD
USA,2009,But it also struggles to enforce its will and to live up to ,UNGD
USA,2009,the ideals of its founding. I believe that those ,UNGD
USA,2009,imperfections are not a reason to walk away from this ,UNGD
USA,2009,institution; they are a calling to redouble our efforts. ,UNGD
USA,2009,The United Nations can be a place where we either ,UNGD
USA,2009,bicker about outdated grievances or forge common ,UNGD
USA,2009,ground; a place where we focus on what drives us apart ,UNGD
USA,2009,or what brings us together; a place where we indulge ,UNGD
USA,2009,"tyranny or a source of moral authority. In short, the ",UNGD
USA,2009,United Nations can be an institution that is ,UNGD
USA,2009,disconnected from what matters in the lives of our ,UNGD
USA,2009,citizens or it can be an indispensable factor in ,UNGD
USA,2009,advancing the interests of the people we serve. ,UNGD
USA,2009, We have reached a pivotal moment. The United ,UNGD
USA,2009,States stands ready to begin a new chapter of ,UNGD
USA,2009,"international cooperation, one that recognizes the ",UNGD
USA,2009,"rights and responsibilities of all nations. And so, with ",UNGD
USA,2009,confidence in our cause and with a commitment to our ,UNGD
USA,2009,"values, we call on all nations to join us in building the ",UNGD
USA,2009,future that our people so richly deserve.,UNGD
USA,2010,It is a great honour to address ,UNGD
USA,2010,"this Assembly for the second time, nearly two years ",UNGD
USA,2010,after my election as President of the United States. We ,UNGD
USA,2010,know this is no ordinary time for our people. We each ,UNGD
USA,2010,come here with our own problems and priorities. But ,UNGD
USA,2010,there are also challenges that we share in common as ,UNGD
USA,2010,leaders and as nations. ,UNGD
USA,2010, We meet within an institution built from the ,UNGD
USA,2010,"rubble of war, designed to unite the world in pursuit of ",UNGD
USA,2010,peace. And we meet within a city that for centuries has ,UNGD
USA,2010,"welcomed people from across the globe, demonstrating ",UNGD
USA,2010,"that individuals of every colour, faith and station can ",UNGD
USA,2010,"come together to pursue opportunity, build a ",UNGD
USA,2010,community and live with the blessing of human liberty. ,UNGD
USA,2010," Outside the doors of this Hall, the blocks and ",UNGD
USA,2010,neighbourhoods of this great city tell the story of a ,UNGD
USA,2010,"difficult decade. Nine years ago, the destruction of the ",UNGD
USA,2010,World Trade Center signalled a threat that respected no ,UNGD
USA,2010,boundary of dignity or decency. Two years ago this ,UNGD
USA,2010,"month, a financial crisis on Wall Street devastated ",UNGD
USA,2010,American families on Main Street. These separate ,UNGD
USA,2010,challenges have affected people around the world. Men ,UNGD
USA,2010,and women and children have been murdered by ,UNGD
USA,2010,"extremists from Casablanca to London, from Jalalabad ",UNGD
USA,2010,to Jakarta. The global economy suffered an enormous ,UNGD
USA,2010,"blow during the financial crisis, crippling markets and ",UNGD
USA,2010,deferring the dreams of millions on every continent. ,UNGD
USA,2010,Underneath these challenges to our security and ,UNGD
USA,2010,prosperity lie deeper fears: that ancient hatreds and ,UNGD
USA,2010,religious divides are once again ascendant; that a world ,UNGD
USA,2010,which has grown more interconnected has somehow ,UNGD
USA,2010,slipped beyond our control. ,UNGD
USA,2010, These are some of the challenges that my ,UNGD
USA,2010,Administration has confronted since we came into ,UNGD
USA,2010,"office. And today, I would like to talk to the Assembly ",UNGD
USA,2010,about what we have done over the last 20 months to ,UNGD
USA,2010,meet these challenges; what our responsibility is to ,UNGD
USA,2010,pursue peace in the Middle East; and what kind of ,UNGD
USA,2010,world we are trying to build in this twenty-first ,UNGD
USA,2010,century. ,UNGD
USA,2010, Let me begin with what we have done. I have had ,UNGD
USA,2010,no greater focus as President than rescuing our ,UNGD
USA,2010,economy from potential catastrophe. And in an age ,UNGD
USA,2010,"when prosperity is shared, we could not do this alone. ",UNGD
USA,2010,So America has joined with nations around the world ,UNGD
USA,2010,to spur growth and the renewed demand that could ,UNGD
USA,2010,restart job creation. ,UNGD
USA,2010," We are reforming our system of global finance, ",UNGD
USA,2010,"beginning with Wall Street reform here at home, so that ",UNGD
USA,2010,a crisis like this never happens again. And we made the ,UNGD
USA,2010,Group of 20 the focal point for international ,UNGD
USA,2010,"coordination, because in a world where prosperity is ",UNGD
USA,2010,"more diffuse, we must broaden our circle of ",UNGD
USA,2010,cooperation to include emerging economies —,UNGD
USA,2010,economies from every corner of the globe. ,UNGD
USA,2010," There is much to show for our efforts, even as ",UNGD
USA,2010,there is much work to be done. The global economy ,UNGD
USA,2010,has been pulled back from the brink of a depression ,UNGD
USA,2010,and is growing once more. We have resisted ,UNGD
USA,2010,protectionism and are exploring ways to expand trade ,UNGD
USA,2010,and commerce among nations. But we cannot — and ,UNGD
USA,2010,will not — rest until these seeds of progress grow into ,UNGD
USA,2010,"a broader prosperity, not only for all Americans but for ",UNGD
USA,2010,peoples around the world. ,UNGD
USA,2010," As for our common security, America is waging a ",UNGD
USA,2010,more effective fight against Al-Qaida’ while winding ,UNGD
USA,2010,"down the war in Iraq. Since I took office, the United ",UNGD
USA,2010,"States has removed nearly 100,000 troops from Iraq. ",UNGD
USA,2010,We have done so responsibly as Iraqis have ,UNGD
USA,2010,transitioned to lead responsibility for the security of ,UNGD
USA,2010,their country. We are now focused on building a lasting ,UNGD
USA,2010,partnership with the Iraqi people while keeping our ,UNGD
USA,2010,commitment to remove the rest of our troops by the ,UNGD
USA,2010,end of next year. ,UNGD
USA,2010, ,UNGD
USA,2010, ,UNGD
USA,2010,11 10-54827 ,UNGD
USA,2010, ,UNGD
USA,2010," While drawing down in Iraq, we have refocused ",UNGD
USA,2010,on defeating Al-Qaida and denying its affiliates safe ,UNGD
USA,2010,"haven. In Afghanistan, the United States and our allies ",UNGD
USA,2010,are pursuing a strategy to break the Taliban’s ,UNGD
USA,2010,momentum and build the capacity of Afghanistan’s ,UNGD
USA,2010,Government and security forces so that a transition to ,UNGD
USA,2010,Afghan responsibility can begin next July. And from ,UNGD
USA,2010,"South Asia to the Horn of Africa, we are moving ",UNGD
USA,2010,towards a more targeted approach — one that ,UNGD
USA,2010,strengthens our partners and dismantles terrorist ,UNGD
USA,2010,networks without deploying large American armies. ,UNGD
USA,2010, As we pursue the world’s most dangerous ,UNGD
USA,2010,"extremists, we are also denying them the world’s most ",UNGD
USA,2010,dangerous weapons and pursuing the peace and ,UNGD
USA,2010,security of a world without nuclear weapons. ,UNGD
USA,2010," Earlier this year, 47 nations embraced a work ",UNGD
USA,2010,plan to secure all vulnerable nuclear materials within ,UNGD
USA,2010,four years. We have joined with Russia to sign the most ,UNGD
USA,2010,comprehensive arms control treaty in decades. We have ,UNGD
USA,2010,reduced the role of nuclear weapons in our security ,UNGD
USA,2010,"strategy. And here, at the United Nations, we came ",UNGD
USA,2010,together to strengthen the Treaty on the Non-,UNGD
USA,2010,Proliferation of Nuclear Weapons (NPT). ,UNGD
USA,2010," As part of our effort on non-proliferation, I ",UNGD
USA,2010,offered the Islamic Republic of Iran an extended hand ,UNGD
USA,2010,last year and underscored that it has both rights and ,UNGD
USA,2010,responsibilities as a member of the international ,UNGD
USA,2010,community. I also said — in this Hall — that Iran must ,UNGD
USA,2010,be held accountable if it failed to meet those ,UNGD
USA,2010,responsibilities. And that is what we have done. ,UNGD
USA,2010, Iran is the only party to the NPT that cannot ,UNGD
USA,2010,demonstrate the peaceful intentions of its nuclear ,UNGD
USA,2010,"programme, and those actions have consequences. ",UNGD
USA,2010,"Through Security Council resolution 1929 (2010), we ",UNGD
USA,2010,made it clear that international law is not an empty ,UNGD
USA,2010,promise. ,UNGD
USA,2010, Now let me be clear once more: the United States ,UNGD
USA,2010,and the international community seek a resolution to ,UNGD
USA,2010,"our differences with Iran, and the door remains open to ",UNGD
USA,2010,diplomacy should Iran choose to walk through it. But ,UNGD
USA,2010,the Iranian Government must demonstrate a clear and ,UNGD
USA,2010,credible commitment and confirm to the world the ,UNGD
USA,2010,peaceful intent of its nuclear programme.  ,UNGD
USA,2010," As we combat the spread of deadly weapons, we ",UNGD
USA,2010,are also confronting the spectre of climate change. ,UNGD
USA,2010,After making historic investments in clean energy and ,UNGD
USA,2010,"efficiency at home, we helped forge an accord in ",UNGD
USA,2010,Copenhagen that — for the first time — commits all ,UNGD
USA,2010,major economies to reduce their emissions. We are ,UNGD
USA,2010,keenly aware this is just a first step. And going ,UNGD
USA,2010,"forward, we will support a process in which all major ",UNGD
USA,2010,economies meet our responsibilities to protect the ,UNGD
USA,2010,planet while unleashing the power of clean energy to ,UNGD
USA,2010,serve as an engine of growth and development. ,UNGD
USA,2010, America has also embraced unique ,UNGD
USA,2010,responsibilities that come with our power. Since the ,UNGD
USA,2010,"rains came and the floodwaters rose in Pakistan, we ",UNGD
USA,2010,"have pledged our assistance, and we should all support ",UNGD
USA,2010,the Pakistani people as they recover and rebuild. And ,UNGD
USA,2010,"when the earth shook and Haiti was devastated by loss, ",UNGD
USA,2010,"we joined a coalition of nations in response. Today, we ",UNGD
USA,2010,honour those from the United Nations family who lost ,UNGD
USA,2010,their lives in the earthquake and commit ourselves to ,UNGD
USA,2010,stand with the people of Haiti until they can stand on ,UNGD
USA,2010,their own two feet. ,UNGD
USA,2010," Amidst this upheaval, we have also been ",UNGD
USA,2010,"persistent in our pursuit of peace. Last year, I pledged ",UNGD
USA,2010,"my best efforts to support the goal of two States, Israel ",UNGD
USA,2010,"and Palestine, living side by side in peace and security, ",UNGD
USA,2010,as part of a comprehensive peace between Israel and all ,UNGD
USA,2010,of its neighbours. We have travelled a winding road ,UNGD
USA,2010,"over the last 12 months, with few peaks and many ",UNGD
USA,2010,valleys. But this month I am pleased that we have ,UNGD
USA,2010,pursued direct negotiations between Israelis and ,UNGD
USA,2010,"Palestinians in Washington, Sharm el-Sheikh and ",UNGD
USA,2010,Jerusalem.  ,UNGD
USA,2010, Now I recognize that many are pessimistic about ,UNGD
USA,2010,this process. The cynics say that Israelis and ,UNGD
USA,2010,"Palestinians are too distrustful of each other, and too ",UNGD
USA,2010,"divided internally, to forge lasting peace. Rejectionists ",UNGD
USA,2010,on both sides will try to disrupt the process with bitter ,UNGD
USA,2010,words and with bombs and gunfire. Some say that the ,UNGD
USA,2010,gaps between the parties are too big; the potential for ,UNGD
USA,2010,talks to break down is too great; and that after decades ,UNGD
USA,2010,of failure peace is simply not possible.  ,UNGD
USA,2010, I hear those voices of scepticism. But I ask the ,UNGD
USA,2010,Assembly to consider the alternative. If an agreement ,UNGD
USA,2010,"is not reached, Palestinians will never know the pride ",UNGD
USA,2010,and dignity that comes with their own State. Israelis ,UNGD
USA,2010,will never know the certainty and security that comes ,UNGD
USA,2010,with sovereign and stable neighbours who are ,UNGD
USA,2010,committed to coexistence. The hard realities of ,UNGD
USA,2010,demography will take over. More blood will be shed. ,UNGD
USA,2010,This Holy Land will remain a symbol of our ,UNGD
USA,2010,"differences, instead of our common humanity.  ",UNGD
USA,2010,  ,UNGD
USA,2010, ,UNGD
USA,2010,10-54827 12 ,UNGD
USA,2010, ,UNGD
USA,2010, I refuse to accept that future. We all have a choice ,UNGD
USA,2010,to make. Each of us must choose the path of peace. Of ,UNGD
USA,2010,"course, that responsibility begins with the parties ",UNGD
USA,2010,"themselves, who must answer the call of history. ",UNGD
USA,2010,"Earlier this month, at the White House, I was struck by ",UNGD
USA,2010,the words of both the Israeli and Palestinian leaders. ,UNGD
USA,2010,"Prime Minister Netanyahu said, “I came here today to ",UNGD
USA,2010,find an historic compromise that will enable both ,UNGD
USA,2010,"peoples to live in peace, security and dignity”. ",UNGD
USA,2010,"President Abbas said, “We will spare no effort and we ",UNGD
USA,2010,will work diligently and tirelessly to ensure these ,UNGD
USA,2010,negotiations achieve their cause”. ,UNGD
USA,2010," These words must now be followed by action, ",UNGD
USA,2010,and I believe that both leaders have the courage to do ,UNGD
USA,2010,so. But the road that they have to travel is exceedingly ,UNGD
USA,2010,"difficult, which is why I call upon Israelis and ",UNGD
USA,2010,Palestinians — and the world — to rally behind the ,UNGD
USA,2010,goal that these leaders now share.  ,UNGD
USA,2010," We know that there will be tests along the way, ",UNGD
USA,2010,and that one test is fast approaching. Israel’s settlement ,UNGD
USA,2010,moratorium has made a difference on the ground and ,UNGD
USA,2010,improved the atmosphere for talks. ,UNGD
USA,2010, And our position on this issue is well known. We ,UNGD
USA,2010,believe that the moratorium should be extended. We ,UNGD
USA,2010,also believe that talks should press on until completed. ,UNGD
USA,2010,Now is the time for the parties to help each other ,UNGD
USA,2010,overcome this obstacle. Now is the time to build the ,UNGD
USA,2010,trust — and provide the time — for substantial ,UNGD
USA,2010,progress to be made. Now is the time for this ,UNGD
